province,year,month,form,count,capital_subscribed
Illes Balears,2014,7,Otras,3,11200
Barcelona,2014,7,Otras,13,512970
Burgos,2014,7,Otras,0,0
Cáceres,2014,7,Otras,0,0
Cádiz,2014,7,Otras,0,0
Castelló / Castellón,2014,7,Otras,1,3100
Ciudad Real,2014,7,Otras,0,0
Córdoba,2014,7,Otras,1,3000
"Coruña, A",2014,7,Otras,1,200
Cuenca,2014,7,Otras,1,1000
Girona,2014,7,Otras,1,5000
Granada,2014,7,Otras,0,0
Guadalajara,2014,7,Otras,0,0
Gipuzkoa,2014,7,Otras,0,0
Huelva,2014,7,Otras,0,0
Huesca,2014,7,Otras,1,234390
Jaén,2014,7,Otras,0,0
León,2014,7,Otras,0,0
Lleida,2014,7,Otras,0,0
"Rioja, La",2014,7,Otras,0,0
Lugo,2014,7,Otras,0,0
Madrid,2014,7,Otras,9,160700
Málaga,2014,7,Otras,0,0
Murcia,2014,7,Otras,0,0
Navarra,2014,7,Otras,0,0
Ourense,2014,7,Otras,0,0
Asturias,2014,7,Otras,2,10010
Palencia,2014,7,Otras,0,0
"Palmas, Las",2014,7,Otras,2,400
Pontevedra,2014,7,Otras,0,0
Salamanca,2014,7,Otras,0,0
Santa Cruz de Tenerife,2014,7,Otras,2,0
Cantabria,2014,7,Otras,0,0
Segovia,2014,7,Otras,0,0
Sevilla,2014,7,Otras,0,0
Soria,2014,7,Otras,0,0
Tarragona,2014,7,Otras,0,0
Teruel,2014,7,Otras,0,0
Toledo,2014,7,Otras,0,0
València / Valencia,2014,7,Otras,1,500
Valladolid,2014,7,Otras,0,0
Bizkaia,2014,7,Otras,3,13200
Zamora,2014,7,Otras,0,0
Zaragoza,2014,7,Otras,1,1200
Ceuta,2014,7,Otras,0,0
Melilla,2014,7,Otras,0,0
Araba / Álava,2014,8,SA,0,0
Albacete,2014,8,SA,0,0
Alacant / Alicante,2014,8,SA,1,250000
Almería,2014,8,SA,0,0
Ávila,2014,8,SA,0,0
Badajoz,2014,8,SA,0,0
Illes Balears,2014,8,SA,0,0
Barcelona,2014,8,SA,6,5781500
Burgos,2014,8,SA,0,0
Cáceres,2014,8,SA,0,0
Cádiz,2014,8,SA,0,0
Castelló / Castellón,2014,8,SA,0,0
Ciudad Real,2014,8,SA,0,0
Córdoba,2014,8,SA,1,300010
"Coruña, A",2014,8,SA,0,0
Cuenca,2014,8,SA,0,0
Girona,2014,8,SA,0,0
Granada,2014,8,SA,0,0
Guadalajara,2014,8,SA,0,0
Gipuzkoa,2014,8,SA,0,0
Huelva,2014,8,SA,0,0
Huesca,2014,8,SA,0,0
Jaén,2014,8,SA,0,0
León,2014,8,SA,0,0
Lleida,2014,8,SA,0,0
"Rioja, La",2014,8,SA,1,1000000
Lugo,2014,8,SA,0,0
Madrid,2014,8,SA,17,49585000
Málaga,2014,8,SA,1,60200
Murcia,2014,8,SA,0,0
Navarra,2014,8,SA,1,100000
Ourense,2014,8,SA,0,0
Asturias,2014,8,SA,0,0
Palencia,2014,8,SA,0,0
"Palmas, Las",2014,8,SA,0,0
Pontevedra,2014,8,SA,2,120000
Salamanca,2014,8,SA,0,0
Santa Cruz de Tenerife,2014,8,SA,1,60000
Cantabria,2014,8,SA,0,0
Segovia,2014,8,SA,0,0
Sevilla,2014,8,SA,1,60000
Soria,2014,8,SA,0,0
Tarragona,2014,8,SA,0,0
Teruel,2014,8,SA,0,0
Toledo,2014,8,SA,0,0
València / Valencia,2014,8,SA,2,120000
Valladolid,2014,8,SA,0,0
Bizkaia,2014,8,SA,0,0
Zamora,2014,8,SA,0,0
Zaragoza,2014,8,SA,1,260000
Ceuta,2014,8,SA,0,0
Melilla,2014,8,SA,0,0
Araba / Álava,2014,8,SL,30,5518211
Albacete,2014,8,SL,40,1892844
Alacant / Alicante,2014,8,SL,230,5051449
Almería,2014,8,SL,99,3727718
Ávila,2014,8,SL,14,226909
Badajoz,2014,8,SL,43,1597842
Illes Balears,2014,8,SL,165,3673278
Barcelona,2014,8,SL,798,24265220
Burgos,2014,8,SL,25,186865
Cáceres,2014,8,SL,15,440130
Cádiz,2014,8,SL,73,432904
Castelló / Castellón,2014,8,SL,63,1461253
Ciudad Real,2014,8,SL,37,217703
Córdoba,2014,8,SL,54,1982274
"Coruña, A",2014,8,SL,108,1082105
Cuenca,2014,8,SL,10,93960
Girona,2014,8,SL,96,3283751
Granada,2014,8,SL,82,3785778
Guadalajara,2014,8,SL,16,77631
Gipuzkoa,2014,8,SL,77,2008068
Huelva,2014,8,SL,36,641643
Huesca,2014,8,SL,21,487291
Jaén,2014,8,SL,31,283408
León,2014,8,SL,31,327902
Lleida,2014,8,SL,44,1439348
"Rioja, La",2014,8,SL,28,114276
Lugo,2014,8,SL,35,1112062
Madrid,2014,8,SL,895,70249022
Málaga,2014,8,SL,248,4918380
Murcia,2014,8,SL,149,2136384
Navarra,2014,8,SL,47,647041
Ourense,2014,8,SL,27,1228166
Asturias,2014,8,SL,88,2100249
Palencia,2014,8,SL,9,46820
"Palmas, Las",2014,8,SL,132,2211800
Pontevedra,2014,8,SL,94,1349598
Salamanca,2014,8,SL,19,868406
Santa Cruz de Tenerife,2014,8,SL,128,3928851
Cantabria,2014,8,SL,52,32817758
Segovia,2014,8,SL,12,465410
Sevilla,2014,8,SL,185,5146267
Soria,2014,8,SL,6,153100
Tarragona,2014,8,SL,73,1345928
Teruel,2014,8,SL,2,169500
Toledo,2014,8,SL,45,938235
València / Valencia,2014,8,SL,316,6292447
Valladolid,2014,8,SL,35,951822
Bizkaia,2014,8,SL,84,922483
Zamora,2014,8,SL,23,106760
Zaragoza,2014,8,SL,85,685628
Ceuta,2014,8,SL,5,424106
Melilla,2014,8,SL,10,48500
Araba / Álava,2014,8,Otras,0,0
Albacete,2014,8,Otras,0,0
Alacant / Alicante,2014,8,Otras,0,0
Almería,2014,8,Otras,0,0
Ávila,2014,8,Otras,0,0
Badajoz,2014,8,Otras,0,0
Illes Balears,2014,8,Otras,0,0
Barcelona,2014,8,Otras,3,1000
Burgos,2014,8,Otras,0,0
Cáceres,2014,8,Otras,0,0
Cádiz,2014,8,Otras,0,0
Castelló / Castellón,2014,8,Otras,1,0
Ciudad Real,2014,8,Otras,0,0
Córdoba,2014,8,Otras,0,0
"Coruña, A",2014,8,Otras,0,0
Cuenca,2014,8,Otras,0,0
Girona,2014,8,Otras,1,500
Granada,2014,8,Otras,0,0
Guadalajara,2014,8,Otras,0,0
Gipuzkoa,2014,8,Otras,1,0
Huelva,2014,8,Otras,0,0
Huesca,2014,8,Otras,0,0
Jaén,2014,8,Otras,0,0
León,2014,8,Otras,0,0
Lleida,2014,8,Otras,1,1000
"Rioja, La",2014,8,Otras,0,0
Lugo,2014,8,Otras,0,0
Madrid,2014,8,Otras,7,2555845
Málaga,2014,8,Otras,0,0
Murcia,2014,8,Otras,1,3000
Navarra,2014,8,Otras,0,0
Ourense,2014,8,Otras,0,0
Asturias,2014,8,Otras,0,0
Palencia,2014,8,Otras,0,0
"Palmas, Las",2014,8,Otras,0,0
Pontevedra,2014,8,Otras,0,0
Salamanca,2014,8,Otras,0,0
Santa Cruz de Tenerife,2014,8,Otras,1,0
Cantabria,2014,8,Otras,0,0
Segovia,2014,8,Otras,0,0
Sevilla,2014,8,Otras,1,0
Soria,2014,8,Otras,0,0
Tarragona,2014,8,Otras,1,100
Teruel,2014,8,Otras,1,6000
Toledo,2014,8,Otras,0,0
València / Valencia,2014,8,Otras,1,0
Valladolid,2014,8,Otras,0,0
Bizkaia,2014,8,Otras,0,0
Zamora,2014,8,Otras,0,0
Zaragoza,2014,8,Otras,0,0
Ceuta,2014,8,Otras,0,0
Melilla,2014,8,Otras,0,0
Araba / Álava,2014,9,SA,0,0
Albacete,2014,9,SA,0,0
Alacant / Alicante,2014,9,SA,0,0
Almería,2014,9,SA,0,0
Ávila,2014,9,SA,0,0
Badajoz,2014,9,SA,0,0
Illes Balears,2014,9,SA,1,74000
Barcelona,2014,9,SA,7,2440000
Burgos,2014,9,SA,0,0
Cáceres,2014,9,SA,1,1000000
Cádiz,2014,9,SA,1,150000
Castelló / Castellón,2014,9,SA,0,0
Ciudad Real,2014,9,SA,0,0
Córdoba,2014,9,SA,0,0
"Coruña, A",2014,9,SA,0,0
Cuenca,2014,9,SA,0,0
Girona,2014,9,SA,1,60000
Granada,2014,9,SA,0,0
Guadalajara,2014,9,SA,0,0
Gipuzkoa,2014,9,SA,0,0
Huelva,2014,9,SA,0,0
Huesca,2014,9,SA,0,0
Jaén,2014,9,SA,0,0
León,2014,9,SA,0,0
Lleida,2014,9,SA,0,0
"Rioja, La",2014,9,SA,0,0
Lugo,2014,9,SA,1,60000
Madrid,2014,9,SA,31,36227000
Málaga,2014,9,SA,1,60000
Murcia,2014,9,SA,0,0
Navarra,2014,9,SA,0,0
Ourense,2014,9,SA,0,0
Asturias,2014,9,SA,0,0
Palencia,2014,9,SA,0,0
"Palmas, Las",2014,9,SA,2,120000
Pontevedra,2014,9,SA,1,60000
Salamanca,2014,9,SA,1,60000
Santa Cruz de Tenerife,2014,9,SA,0,0
Cantabria,2014,9,SA,0,0
Segovia,2014,9,SA,0,0
Sevilla,2014,9,SA,1,60000
Soria,2014,9,SA,0,0
Tarragona,2014,9,SA,1,786000
Teruel,2014,9,SA,0,0
Toledo,2014,9,SA,0,0
València / Valencia,2014,9,SA,0,0
Valladolid,2014,9,SA,0,0
Bizkaia,2014,9,SA,2,2100000
Zamora,2014,9,SA,0,0
Zaragoza,2014,9,SA,0,0
Ceuta,2014,9,SA,0,0
Melilla,2014,9,SA,0,0
Araba / Álava,2014,9,SL,37,618574
Albacete,2014,9,SL,37,358377
Alacant / Alicante,2014,9,SL,375,9546169
Almería,2014,9,SL,113,10562816
Ávila,2014,9,SL,13,449610
Badajoz,2014,9,SL,62,1916492
Illes Balears,2014,9,SL,185,26438237
Barcelona,2014,9,SL,729,9158378
Burgos,2014,9,SL,26,681922
Cáceres,2014,9,SL,28,1630433
Cádiz,2014,9,SL,111,1058082
Castelló / Castellón,2014,9,SL,83,3099561
Ciudad Real,2014,9,SL,50,1101179
Córdoba,2014,9,SL,70,428339
"Coruña, A",2014,9,SL,102,3332629
Cuenca,2014,9,SL,15,252380
Girona,2014,9,SL,95,1356879
Granada,2014,9,SL,115,6163706
Guadalajara,2014,9,SL,20,514884
Gipuzkoa,2014,9,SL,50,817753
Huelva,2014,9,SL,65,2333194
Huesca,2014,9,SL,13,470634
Jaén,2014,9,SL,32,1383476
León,2014,9,SL,50,515205
Lleida,2014,9,SL,52,616716
"Rioja, La",2014,9,SL,27,50029056
Lugo,2014,9,SL,44,676286
Madrid,2014,9,SL,1529,140340665
Málaga,2014,9,SL,382,11459567
Murcia,2014,9,SL,195,8173454
Navarra,2014,9,SL,68,883220
Ourense,2014,9,SL,27,1327200
Asturias,2014,9,SL,94,1110620
Palencia,2014,9,SL,11,141530
"Palmas, Las",2014,9,SL,118,1482616
Pontevedra,2014,9,SL,157,2824117
Salamanca,2014,9,SL,23,60588886
Santa Cruz de Tenerife,2014,9,SL,119,1088969
Cantabria,2014,9,SL,49,1968550
Segovia,2014,9,SL,13,143076
Sevilla,2014,9,SL,286,10300176
Soria,2014,9,SL,7,105760
Tarragona,2014,9,SL,87,1665229
Teruel,2014,9,SL,9,581220
Toledo,2014,9,SL,65,1932961
València / Valencia,2014,9,SL,334,6119927
Valladolid,2014,9,SL,54,1169103
Bizkaia,2014,9,SL,131,7337743
Zamora,2014,9,SL,13,68130
Zaragoza,2014,9,SL,124,1804057
Ceuta,2014,9,SL,9,51316
Melilla,2014,9,SL,5,15356
Araba / Álava,2014,9,Otras,1,5000
Albacete,2014,9,Otras,0,0
Alacant / Alicante,2014,9,Otras,1,0
Almería,2014,9,Otras,0,0
Ávila,2014,9,Otras,1,3020
Badajoz,2014,9,Otras,0,0
Illes Balears,2014,9,Otras,0,0
Barcelona,2014,9,Otras,3,2500
Burgos,2014,9,Otras,1,3010
Cáceres,2014,9,Otras,0,0
Cádiz,2014,9,Otras,0,0
Castelló / Castellón,2014,9,Otras,0,0
Ciudad Real,2014,9,Otras,0,0
Córdoba,2014,9,Otras,1,0
"Coruña, A",2014,9,Otras,2,3000
Cuenca,2014,9,Otras,0,0
Girona,2014,9,Otras,1,500
Granada,2014,9,Otras,0,0
Guadalajara,2014,9,Otras,0,0
Gipuzkoa,2014,9,Otras,0,0
Huelva,2014,9,Otras,0,0
Huesca,2014,9,Otras,0,0
Jaén,2014,9,Otras,0,0
León,2014,9,Otras,1,302600
Lleida,2014,9,Otras,1,3000
"Rioja, La",2014,9,Otras,0,0
Lugo,2014,9,Otras,1,186300
Madrid,2014,9,Otras,12,103400
Málaga,2014,9,Otras,0,0
Murcia,2014,9,Otras,0,0
Navarra,2014,9,Otras,0,0
Ourense,2014,9,Otras,0,0
Asturias,2014,9,Otras,0,0
Palencia,2014,9,Otras,0,0
"Palmas, Las",2014,9,Otras,2,4200
Pontevedra,2014,9,Otras,0,0
Salamanca,2014,9,Otras,0,0
Santa Cruz de Tenerife,2014,9,Otras,5,5000
Cantabria,2014,9,Otras,0,0
Segovia,2014,9,Otras,0,0
Sevilla,2014,9,Otras,0,0
Soria,2014,9,Otras,0,0
Tarragona,2014,9,Otras,1,400
Teruel,2014,9,Otras,0,0
Toledo,2014,9,Otras,0,0
València / Valencia,2014,9,Otras,1,2000
Valladolid,2014,9,Otras,0,0
Bizkaia,2014,9,Otras,1,30000
Zamora,2014,9,Otras,0,0
Zaragoza,2014,9,Otras,1,2000
Ceuta,2014,9,Otras,0,0
Melilla,2014,9,Otras,0,0
Araba / Álava,2014,10,SA,0,0
Albacete,2014,10,SA,0,0
Alacant / Alicante,2014,10,SA,1,60000
Almería,2014,10,SA,0,0
Ávila,2014,10,SA,0,0
Badajoz,2014,10,SA,1,1000000
Illes Balears,2014,10,SA,0,0
Barcelona,2014,10,SA,5,15012128
Burgos,2014,10,SA,1,100000
Cáceres,2014,10,SA,0,0
Cádiz,2014,10,SA,1,60000
Castelló / Castellón,2014,10,SA,0,0
Ciudad Real,2014,10,SA,0,0
Córdoba,2014,10,SA,0,0
"Coruña, A",2014,10,SA,0,0
Cuenca,2014,10,SA,0,0
Girona,2014,10,SA,1,100000
Granada,2014,10,SA,0,0
Guadalajara,2014,10,SA,0,0
Gipuzkoa,2014,10,SA,2,396000
Huelva,2014,10,SA,0,0
Huesca,2014,10,SA,0,0
Jaén,2014,10,SA,0,0
León,2014,10,SA,0,0
Lleida,2014,10,SA,1,60000
"Rioja, La",2014,10,SA,0,0
Lugo,2014,10,SA,1,60000
Madrid,2014,10,SA,44,53470106
Málaga,2014,10,SA,0,0
Murcia,2014,10,SA,0,0
Navarra,2014,10,SA,0,0
Ourense,2014,10,SA,0,0
Asturias,2014,10,SA,2,241000
Palencia,2014,10,SA,0,0
"Palmas, Las",2014,10,SA,0,0
Pontevedra,2014,10,SA,4,860000
Salamanca,2014,10,SA,0,0
Santa Cruz de Tenerife,2014,10,SA,1,60000
Cantabria,2014,10,SA,0,0
Segovia,2014,10,SA,0,0
Sevilla,2014,10,SA,1,2000000
Soria,2014,10,SA,0,0
Tarragona,2014,10,SA,0,0
Teruel,2014,10,SA,0,0
Toledo,2014,10,SA,0,0
València / Valencia,2014,10,SA,0,0
Valladolid,2014,10,SA,0,0
Bizkaia,2014,10,SA,5,10740102
Zamora,2014,10,SA,0,0
Zaragoza,2014,10,SA,1,60000
Ceuta,2014,10,SA,0,0
Melilla,2014,10,SA,0,0
Araba / Álava,2014,10,SL,52,719335
Albacete,2014,10,SL,47,1204023
Alacant / Alicante,2014,10,SL,409,11547691
Almería,2014,10,SL,154,3279451
Ávila,2014,10,SL,11,36810
Badajoz,2014,10,SL,62,1900128
Illes Balears,2014,10,SL,191,4803156
Barcelona,2014,10,SL,1244,60868784
Burgos,2014,10,SL,35,182136
Cáceres,2014,10,SL,29,340426
Cádiz,2014,10,SL,117,14876633
Castelló / Castellón,2014,10,SL,86,3966134
Ciudad Real,2014,10,SL,55,342996
Córdoba,2014,10,SL,98,1966280
"Coruña, A",2014,10,SL,139,8778450
Cuenca,2014,10,SL,25,643449
Girona,2014,10,SL,118,2060503
Granada,2014,10,SL,156,5914704
Guadalajara,2014,10,SL,28,126855
Gipuzkoa,2014,10,SL,76,1840753
Huelva,2014,10,SL,60,2835911
Huesca,2014,10,SL,8,144300
Jaén,2014,10,SL,51,1683628
León,2014,10,SL,39,331136
Lleida,2014,10,SL,53,481196
"Rioja, La",2014,10,SL,27,1037527
Lugo,2014,10,SL,49,1969984
Madrid,2014,10,SL,1682,118013203
Málaga,2014,10,SL,395,13652014
Murcia,2014,10,SL,267,12034962
Navarra,2014,10,SL,85,1537593
Ourense,2014,10,SL,47,1072351
Asturias,2014,10,SL,104,2059622
Palencia,2014,10,SL,15,168244
"Palmas, Las",2014,10,SL,155,1642688
Pontevedra,2014,10,SL,160,4101916
Salamanca,2014,10,SL,29,333627
Santa Cruz de Tenerife,2014,10,SL,174,5460860
Cantabria,2014,10,SL,84,389417
Segovia,2014,10,SL,5,62500
Sevilla,2014,10,SL,350,8792796
Soria,2014,10,SL,10,31470
Tarragona,2014,10,SL,94,6799570
Teruel,2014,10,SL,7,52120
Toledo,2014,10,SL,87,2221893
València / Valencia,2014,10,SL,421,10263743
Valladolid,2014,10,SL,79,827543
Bizkaia,2014,10,SL,155,2730238
Zamora,2014,10,SL,21,289264304
Zaragoza,2014,10,SL,114,1937221
Ceuta,2014,10,SL,6,46206
Melilla,2014,10,SL,3,9105
Araba / Álava,2014,10,Otras,0,0
Albacete,2014,10,Otras,0,0
Alacant / Alicante,2014,10,Otras,0,0
Almería,2014,10,Otras,1,2400000
Ávila,2014,10,Otras,0,0
Badajoz,2014,10,Otras,0,0
Illes Balears,2014,10,Otras,2,3600
Barcelona,2014,10,Otras,9,201600
Burgos,2014,10,Otras,0,0
Cáceres,2014,10,Otras,0,0
Cádiz,2014,10,Otras,0,0
Castelló / Castellón,2014,10,Otras,0,0
Ciudad Real,2014,10,Otras,0,0
Córdoba,2014,10,Otras,0,0
"Coruña, A",2014,10,Otras,0,0
Cuenca,2014,10,Otras,2,4000
Girona,2014,10,Otras,0,0
Granada,2014,10,Otras,0,0
Guadalajara,2014,10,Otras,0,0
Gipuzkoa,2014,10,Otras,0,0
Huelva,2014,10,Otras,0,0
Huesca,2014,10,Otras,0,0
Jaén,2014,10,Otras,0,0
León,2014,10,Otras,0,0
Lleida,2014,10,Otras,1,0
"Rioja, La",2014,10,Otras,0,0
Lugo,2014,10,Otras,0,0
Madrid,2014,10,Otras,11,35600
Málaga,2014,10,Otras,0,0
Murcia,2014,10,Otras,0,0
Navarra,2014,10,Otras,0,0
Ourense,2014,10,Otras,0,0
Asturias,2014,10,Otras,2,1000
Palencia,2014,10,Otras,0,0
"Palmas, Las",2014,10,Otras,3,4006
Pontevedra,2014,10,Otras,0,0
Salamanca,2014,10,Otras,0,0
Santa Cruz de Tenerife,2014,10,Otras,0,0
Cantabria,2014,10,Otras,0,0
Segovia,2014,10,Otras,0,0
Sevilla,2014,10,Otras,7,14095
Soria,2014,10,Otras,0,0
Tarragona,2014,10,Otras,1,30000
Teruel,2014,10,Otras,0,0
Toledo,2014,10,Otras,0,0
València / Valencia,2014,10,Otras,1,100
Valladolid,2014,10,Otras,0,0
Bizkaia,2014,10,Otras,0,0
Zamora,2014,10,Otras,0,0
Zaragoza,2014,10,Otras,0,0
Ceuta,2014,10,Otras,0,0
Melilla,2014,10,Otras,0,0
Araba / Álava,2014,11,SA,0,0
Albacete,2014,11,SA,0,0
Alacant / Alicante,2014,11,SA,1,60000
Almería,2014,11,SA,1,60000
Ávila,2014,11,SA,0,0
Badajoz,2014,11,SA,0,0
Illes Balears,2014,11,SA,0,0
Barcelona,2014,11,SA,4,3620200
Burgos,2014,11,SA,0,0
Cáceres,2014,11,SA,0,0
Cádiz,2014,11,SA,0,0
Castelló / Castellón,2014,11,SA,0,0
Ciudad Real,2014,11,SA,0,0
Córdoba,2014,11,SA,2,126550
"Coruña, A",2014,11,SA,0,0
Cuenca,2014,11,SA,0,0
Girona,2014,11,SA,1,100000
Granada,2014,11,SA,1,60000
Guadalajara,2014,11,SA,0,0
Gipuzkoa,2014,11,SA,0,0
Huelva,2014,11,SA,0,0
Huesca,2014,11,SA,0,0
Jaén,2014,11,SA,0,0
León,2014,11,SA,0,0
Lleida,2014,11,SA,0,0
"Rioja, La",2014,11,SA,1,1000000
Lugo,2014,11,SA,0,0
Madrid,2014,11,SA,31,59010000
Málaga,2014,11,SA,2,5572930
Murcia,2014,11,SA,1,60000
Navarra,2014,11,SA,0,0
Ourense,2014,11,SA,0,0
Asturias,2014,11,SA,3,180000
Palencia,2014,11,SA,0,0
"Palmas, Las",2014,11,SA,1,60000
Pontevedra,2014,11,SA,0,0
Salamanca,2014,11,SA,0,0
Santa Cruz de Tenerife,2014,11,SA,2,120001
Cantabria,2014,11,SA,0,0
Segovia,2014,11,SA,1,60000
Sevilla,2014,11,SA,0,0
Soria,2014,11,SA,1,60000
Tarragona,2014,11,SA,0,0
Teruel,2014,11,SA,1,200000
Toledo,2014,11,SA,0,0
València / Valencia,2014,11,SA,2,2060000
Valladolid,2014,11,SA,0,0
Bizkaia,2014,11,SA,1,1200000
Zamora,2014,11,SA,0,0
Zaragoza,2014,11,SA,0,0
Ceuta,2014,11,SA,0,0
Melilla,2014,11,SA,0,0
Araba / Álava,2014,11,SL,41,1987058
Albacete,2014,11,SL,59,573924
Alacant / Alicante,2014,11,SL,342,14488721
Almería,2014,11,SL,96,2240303
Ávila,2014,11,SL,11,44316
Badajoz,2014,11,SL,66,1299007
Illes Balears,2014,11,SL,192,7510516
Barcelona,2014,11,SL,1133,30282589
Burgos,2014,11,SL,21,226133
Cáceres,2014,11,SL,23,212260
Cádiz,2014,11,SL,109,1276729
Castelló / Castellón,2014,11,SL,86,7444420
Ciudad Real,2014,11,SL,48,1141841
Córdoba,2014,11,SL,78,1875377
"Coruña, A",2014,11,SL,145,5265300
Cuenca,2014,11,SL,14,171976
Girona,2014,11,SL,136,3362346
Granada,2014,11,SL,124,2279457
Guadalajara,2014,11,SL,16,280140
Gipuzkoa,2014,11,SL,101,941011
Huelva,2014,11,SL,56,1671023
Huesca,2014,11,SL,20,815211
Jaén,2014,11,SL,58,2130392
León,2014,11,SL,50,372894
Lleida,2014,11,SL,53,603225
"Rioja, La",2014,11,SL,28,216680
Lugo,2014,11,SL,26,2883806
Madrid,2014,11,SL,1583,916069450
Málaga,2014,11,SL,384,14855815
Murcia,2014,11,SL,210,9742863
Navarra,2014,11,SL,69,1463039
Ourense,2014,11,SL,29,485820
Asturias,2014,11,SL,111,1091863
Palencia,2014,11,SL,5,81100
"Palmas, Las",2014,11,SL,133,2961907
Pontevedra,2014,11,SL,141,6596488
Salamanca,2014,11,SL,23,759162
Santa Cruz de Tenerife,2014,11,SL,145,4599315
Cantabria,2014,11,SL,68,14351437
Segovia,2014,11,SL,19,994110
Sevilla,2014,11,SL,313,40614708
Soria,2014,11,SL,6,52500
Tarragona,2014,11,SL,92,7656228
Teruel,2014,11,SL,13,45759
Toledo,2014,11,SL,69,560522
València / Valencia,2014,11,SL,386,6054493
Valladolid,2014,11,SL,58,741547
Bizkaia,2014,11,SL,133,7242292
Zamora,2014,11,SL,17,119700
Zaragoza,2014,11,SL,142,3624770
Ceuta,2014,11,SL,10,50156
Melilla,2014,11,SL,8,212300
Araba / Álava,2014,11,Otras,0,0
Albacete,2014,11,Otras,1,6462
Alacant / Alicante,2014,11,Otras,0,0
Almería,2014,11,Otras,0,0
Ávila,2014,11,Otras,0,0
Badajoz,2014,11,Otras,1,3000
Illes Balears,2014,11,Otras,0,0
Barcelona,2014,11,Otras,15,9500
Burgos,2014,11,Otras,0,0
Cáceres,2014,11,Otras,0,0
Cádiz,2014,11,Otras,1,0
Castelló / Castellón,2014,11,Otras,0,0
Ciudad Real,2014,11,Otras,0,0
Córdoba,2014,11,Otras,0,0
"Coruña, A",2014,11,Otras,1,3000
Cuenca,2014,11,Otras,0,0
Girona,2014,11,Otras,0,0
Granada,2014,11,Otras,1,400
Guadalajara,2014,11,Otras,0,0
Gipuzkoa,2014,11,Otras,0,0
Huelva,2014,11,Otras,0,0
Huesca,2014,11,Otras,0,0
Jaén,2014,11,Otras,0,0
León,2014,11,Otras,0,0
Lleida,2014,11,Otras,0,0
"Rioja, La",2014,11,Otras,0,0
Lugo,2014,11,Otras,0,0
Madrid,2014,11,Otras,14,88000
Málaga,2014,11,Otras,3,23000
Murcia,2014,11,Otras,0,0
Navarra,2014,11,Otras,0,0
Ourense,2014,11,Otras,0,0
Asturias,2014,11,Otras,0,0
Palencia,2014,11,Otras,0,0
"Palmas, Las",2014,11,Otras,2,300
Pontevedra,2014,11,Otras,0,0
Salamanca,2014,11,Otras,0,0
Santa Cruz de Tenerife,2014,11,Otras,0,0
Cantabria,2014,11,Otras,0,0
Segovia,2014,11,Otras,0,0
Sevilla,2014,11,Otras,2,6000
Soria,2014,11,Otras,0,0
Tarragona,2014,11,Otras,0,0
Teruel,2014,11,Otras,0,0
Toledo,2014,11,Otras,0,0
València / Valencia,2014,11,Otras,3,26575
Valladolid,2014,11,Otras,0,0
Bizkaia,2014,11,Otras,1,2500
Zamora,2014,11,Otras,0,0
Zaragoza,2014,11,Otras,2,136000
Ceuta,2014,11,Otras,0,0
Melilla,2014,11,Otras,0,0
Araba / Álava,2014,12,SA,1,100000
Albacete,2014,12,SA,0,0
Alacant / Alicante,2014,12,SA,0,0
Almería,2014,12,SA,1,60000
Ávila,2014,12,SA,1,300000
Badajoz,2014,12,SA,1,60000
Illes Balears,2014,12,SA,2,63000
Barcelona,2014,12,SA,3,253419
Burgos,2014,12,SA,1,100000
Cáceres,2014,12,SA,0,0
Cádiz,2014,12,SA,0,0
Castelló / Castellón,2014,12,SA,0,0
Ciudad Real,2014,12,SA,0,0
Córdoba,2014,12,SA,0,0
"Coruña, A",2014,12,SA,0,0
Cuenca,2014,12,SA,0,0
Girona,2014,12,SA,0,0
Granada,2014,12,SA,1,60000
Guadalajara,2014,12,SA,0,0
Gipuzkoa,2014,12,SA,0,0
Huelva,2014,12,SA,0,0
Huesca,2014,12,SA,0,0
Jaén,2014,12,SA,0,0
León,2014,12,SA,0,0
Lleida,2014,12,SA,0,0
"Rioja, La",2014,12,SA,0,0
Lugo,2014,12,SA,0,0
Madrid,2014,12,SA,21,36851010
Málaga,2014,12,SA,0,0
Murcia,2014,12,SA,0,0
Navarra,2014,12,SA,0,0
Ourense,2014,12,SA,0,0
Asturias,2014,12,SA,0,0
Palencia,2014,12,SA,0,0
"Palmas, Las",2014,12,SA,1,60000
Pontevedra,2014,12,SA,0,0
Salamanca,2014,12,SA,0,0
Santa Cruz de Tenerife,2014,12,SA,3,181300
Cantabria,2014,12,SA,0,0
Segovia,2014,12,SA,0,0
Sevilla,2014,12,SA,0,0
Soria,2014,12,SA,0,0
Tarragona,2014,12,SA,0,0
Teruel,2014,12,SA,0,0
Toledo,2014,12,SA,0,0
València / Valencia,2014,12,SA,2,255000
Valladolid,2014,12,SA,1,1000000
Bizkaia,2014,12,SA,1,60000
Zamora,2014,12,SA,0,0
Zaragoza,2014,12,SA,0,0
Ceuta,2014,12,SA,0,0
Melilla,2014,12,SA,0,0
Araba / Álava,2014,12,SL,52,518368
Albacete,2014,12,SL,52,560676
Alacant / Alicante,2014,12,SL,430,7660610
Almería,2014,12,SL,126,5729847
Ávila,2014,12,SL,17,163074
Badajoz,2014,12,SL,65,3535538
Illes Balears,2014,12,SL,213,22328017
Barcelona,2014,12,SL,1090,34271021
Burgos,2014,12,SL,31,281637
