province,year,month,form,count
Cantabria,2023,6,SA,1
Segovia,2023,6,SA,0
Sevilla,2023,6,SA,8
Soria,2023,6,SA,0
Tarragona,2023,6,SA,2
Teruel,2023,6,SA,0
Toledo,2023,6,SA,0
València / Valencia,2023,6,SA,6
Valladolid,2023,6,SA,2
Bizkaia,2023,6,SA,10
Zamora,2023,6,SA,0
Zaragoza,2023,6,SA,1
Ceuta,2023,6,SA,0
Melilla,2023,6,SA,0
Araba / Álava,2023,6,SL,28
Albacete,2023,6,SL,8
Alacant / Alicante,2023,6,SL,73
Almería,2023,6,SL,19
Ávila,2023,6,SL,6
Badajoz,2023,6,SL,12
Illes Balears,2023,6,SL,56
Barcelona,2023,6,SL,300
Burgos,2023,6,SL,5
Cáceres,2023,6,SL,8
Cádiz,2023,6,SL,24
Castelló / Castellón,2023,6,SL,35
Ciudad Real,2023,6,SL,12
Córdoba,2023,6,SL,25
"Coruña, A",2023,6,SL,35
Cuenca,2023,6,SL,10
Girona,2023,6,SL,30
Granada,2023,6,SL,30
Guadalajara,2023,6,SL,14
Gipuzkoa,2023,6,SL,20
Huelva,2023,6,SL,9
Huesca,2023,6,SL,11
Jaén,2023,6,SL,10
León,2023,6,SL,13
Lleida,2023,6,SL,26
"Rioja, La",2023,6,SL,5
Lugo,2023,6,SL,17
Madrid,2023,6,SL,511
Málaga,2023,6,SL,81
Murcia,2023,6,SL,47
Navarra,2023,6,SL,20
Ourense,2023,6,SL,9
Asturias,2023,6,SL,27
Palencia,2023,6,SL,5
"Palmas, Las",2023,6,SL,44
Pontevedra,2023,6,SL,29
Salamanca,2023,6,SL,10
Santa Cruz de Tenerife,2023,6,SL,27
Cantabria,2023,6,SL,18
Segovia,2023,6,SL,6
Sevilla,2023,6,SL,53
Soria,2023,6,SL,1
Tarragona,2023,6,SL,29
Teruel,2023,6,SL,3
Toledo,2023,6,SL,23
València / Valencia,2023,6,SL,108
Valladolid,2023,6,SL,19
Bizkaia,2023,6,SL,42
Zamora,2023,6,SL,6
Zaragoza,2023,6,SL,29
Ceuta,2023,6,SL,3
Melilla,2023,6,SL,1
Araba / Álava,2023,6,Otras,0
Albacete,2023,6,Otras,0
Alacant / Alicante,2023,6,Otras,0
Almería,2023,6,Otras,0
Ávila,2023,6,Otras,0
Badajoz,2023,6,Otras,0
Illes Balears,2023,6,Otras,0
Barcelona,2023,6,Otras,14
Burgos,2023,6,Otras,0
Cáceres,2023,6,Otras,0
Cádiz,2023,6,Otras,0
Castelló / Castellón,2023,6,Otras,0
Ciudad Real,2023,6,Otras,0
Córdoba,2023,6,Otras,0
"Coruña, A",2023,6,Otras,1
Cuenca,2023,6,Otras,0
Girona,2023,6,Otras,0
Granada,2023,6,Otras,0
Guadalajara,2023,6,Otras,0
Gipuzkoa,2023,6,Otras,0
Huelva,2023,6,Otras,0
Huesca,2023,6,Otras,0
Jaén,2023,6,Otras,0
León,2023,6,Otras,1
Lleida,2023,6,Otras,0
"Rioja, La",2023,6,Otras,0
Lugo,2023,6,Otras,1
Madrid,2023,6,Otras,23
Málaga,2023,6,Otras,0
Murcia,2023,6,Otras,0
Navarra,2023,6,Otras,0
Ourense,2023,6,Otras,0
Asturias,2023,6,Otras,0
Palencia,2023,6,Otras,0
"Palmas, Las",2023,6,Otras,4
Pontevedra,2023,6,Otras,0
Salamanca,2023,6,Otras,0
Santa Cruz de Tenerife,2023,6,Otras,0
Cantabria,2023,6,Otras,1
Segovia,2023,6,Otras,0
Sevilla,2023,6,Otras,3
Soria,2023,6,Otras,0
Tarragona,2023,6,Otras,0
Teruel,2023,6,Otras,0
Toledo,2023,6,Otras,0
València / Valencia,2023,6,Otras,0
Valladolid,2023,6,Otras,0
Bizkaia,2023,6,Otras,0
Zamora,2023,6,Otras,0
Zaragoza,2023,6,Otras,0
Ceuta,2023,6,Otras,0
Melilla,2023,6,Otras,0
Araba / Álava,2023,7,SA,1
Albacete,2023,7,SA,0
Alacant / Alicante,2023,7,SA,2
Almería,2023,7,SA,0
Ávila,2023,7,SA,0
Badajoz,2023,7,SA,0
Illes Balears,2023,7,SA,1
Barcelona,2023,7,SA,18
Burgos,2023,7,SA,1
Cáceres,2023,7,SA,2
Cádiz,2023,7,SA,0
Castelló / Castellón,2023,7,SA,3
Ciudad Real,2023,7,SA,1
Córdoba,2023,7,SA,0
"Coruña, A",2023,7,SA,3
Cuenca,2023,7,SA,1
Girona,2023,7,SA,0
Granada,2023,7,SA,0
Guadalajara,2023,7,SA,0
Gipuzkoa,2023,7,SA,3
Huelva,2023,7,SA,1
Huesca,2023,7,SA,1
Jaén,2023,7,SA,0
León,2023,7,SA,1
Lleida,2023,7,SA,1
"Rioja, La",2023,7,SA,0
Lugo,2023,7,SA,0
Madrid,2023,7,SA,46
Málaga,2023,7,SA,3
Murcia,2023,7,SA,3
Navarra,2023,7,SA,0
Ourense,2023,7,SA,0
Asturias,2023,7,SA,1
Palencia,2023,7,SA,0
"Palmas, Las",2023,7,SA,4
Pontevedra,2023,7,SA,0
Salamanca,2023,7,SA,0
Santa Cruz de Tenerife,2023,7,SA,4
Cantabria,2023,7,SA,0
Segovia,2023,7,SA,0
Sevilla,2023,7,SA,3
Soria,2023,7,SA,0
Tarragona,2023,7,SA,4
Teruel,2023,7,SA,1
Toledo,2023,7,SA,0
València / Valencia,2023,7,SA,8
Valladolid,2023,7,SA,0
Bizkaia,2023,7,SA,3
Zamora,2023,7,SA,0
Zaragoza,2023,7,SA,1
Ceuta,2023,7,SA,0
Melilla,2023,7,SA,0
Araba / Álava,2023,7,SL,17
Albacete,2023,7,SL,15
Alacant / Alicante,2023,7,SL,50
Almería,2023,7,SL,12
Ávila,2023,7,SL,2
Badajoz,2023,7,SL,10
Illes Balears,2023,7,SL,42
Barcelona,2023,7,SL,314
Burgos,2023,7,SL,8
Cáceres,2023,7,SL,6
Cádiz,2023,7,SL,23
Castelló / Castellón,2023,7,SL,25
Ciudad Real,2023,7,SL,12
Córdoba,2023,7,SL,8
"Coruña, A",2023,7,SL,29
Cuenca,2023,7,SL,2
Girona,2023,7,SL,39
Granada,2023,7,SL,24
Guadalajara,2023,7,SL,3
Gipuzkoa,2023,7,SL,26
Huelva,2023,7,SL,8
Huesca,2023,7,SL,7
Jaén,2023,7,SL,16
León,2023,7,SL,10
Lleida,2023,7,SL,14
"Rioja, La",2023,7,SL,13
Lugo,2023,7,SL,7
Madrid,2023,7,SL,484
Málaga,2023,7,SL,80
Murcia,2023,7,SL,41
Navarra,2023,7,SL,13
Ourense,2023,7,SL,14
Asturias,2023,7,SL,25
Palencia,2023,7,SL,6
"Palmas, Las",2023,7,SL,37
Pontevedra,2023,7,SL,15
Salamanca,2023,7,SL,15
Santa Cruz de Tenerife,2023,7,SL,31
Cantabria,2023,7,SL,20
Segovia,2023,7,SL,7
Sevilla,2023,7,SL,56
Soria,2023,7,SL,4
Tarragona,2023,7,SL,19
Teruel,2023,7,SL,1
Toledo,2023,7,SL,22
València / Valencia,2023,7,SL,80
Valladolid,2023,7,SL,18
Bizkaia,2023,7,SL,36
Zamora,2023,7,SL,1
Zaragoza,2023,7,SL,23
Ceuta,2023,7,SL,0
Melilla,2023,7,SL,0
Araba / Álava,2023,7,Otras,0
Albacete,2023,7,Otras,0
Alacant / Alicante,2023,7,Otras,0
Almería,2023,7,Otras,1
Ávila,2023,7,Otras,0
Badajoz,2023,7,Otras,0
Illes Balears,2023,7,Otras,1
Barcelona,2023,7,Otras,12
Burgos,2023,7,Otras,0
Cáceres,2023,7,Otras,0
Cádiz,2023,7,Otras,0
Castelló / Castellón,2023,7,Otras,1
Ciudad Real,2023,7,Otras,0
Córdoba,2023,7,Otras,0
"Coruña, A",2023,7,Otras,0
Cuenca,2023,7,Otras,0
Girona,2023,7,Otras,1
Granada,2023,7,Otras,0
Guadalajara,2023,7,Otras,0
Gipuzkoa,2023,7,Otras,0
Huelva,2023,7,Otras,0
Huesca,2023,7,Otras,0
Jaén,2023,7,Otras,0
León,2023,7,Otras,0
Lleida,2023,7,Otras,1
"Rioja, La",2023,7,Otras,0
Lugo,2023,7,Otras,0
Madrid,2023,7,Otras,7
Málaga,2023,7,Otras,0
Murcia,2023,7,Otras,0
Navarra,2023,7,Otras,0
Ourense,2023,7,Otras,0
Asturias,2023,7,Otras,0
Palencia,2023,7,Otras,0
"Palmas, Las",2023,7,Otras,1
Pontevedra,2023,7,Otras,0
Salamanca,2023,7,Otras,0
Santa Cruz de Tenerife,2023,7,Otras,27
Cantabria,2023,7,Otras,0
Segovia,2023,7,Otras,0
Sevilla,2023,7,Otras,0
Soria,2023,7,Otras,1
Tarragona,2023,7,Otras,0
Teruel,2023,7,Otras,0
Toledo,2023,7,Otras,0
València / Valencia,2023,7,Otras,2
Valladolid,2023,7,Otras,0
Bizkaia,2023,7,Otras,0
Zamora,2023,7,Otras,0
Zaragoza,2023,7,Otras,0
Ceuta,2023,7,Otras,0
Melilla,2023,7,Otras,0
Araba / Álava,2023,8,SA,2
Albacete,2023,8,SA,1
Alacant / Alicante,2023,8,SA,2
Almería,2023,8,SA,0
Ávila,2023,8,SA,0
Badajoz,2023,8,SA,0
Illes Balears,2023,8,SA,0
Barcelona,2023,8,SA,16
Burgos,2023,8,SA,0
Cáceres,2023,8,SA,0
Cádiz,2023,8,SA,1
Castelló / Castellón,2023,8,SA,3
Ciudad Real,2023,8,SA,0
Córdoba,2023,8,SA,1
"Coruña, A",2023,8,SA,2
Cuenca,2023,8,SA,0
Girona,2023,8,SA,1
Granada,2023,8,SA,0
Guadalajara,2023,8,SA,0
Gipuzkoa,2023,8,SA,2
Huelva,2023,8,SA,0
Huesca,2023,8,SA,0
Jaén,2023,8,SA,0
León,2023,8,SA,0
Lleida,2023,8,SA,0
"Rioja, La",2023,8,SA,0
Lugo,2023,8,SA,0
Madrid,2023,8,SA,33
Málaga,2023,8,SA,1
Murcia,2023,8,SA,2
Navarra,2023,8,SA,1
Ourense,2023,8,SA,0
Asturias,2023,8,SA,0
Palencia,2023,8,SA,1
"Palmas, Las",2023,8,SA,6
Pontevedra,2023,8,SA,0
Salamanca,2023,8,SA,0
Santa Cruz de Tenerife,2023,8,SA,0
Cantabria,2023,8,SA,0
Segovia,2023,8,SA,0
Sevilla,2023,8,SA,3
Soria,2023,8,SA,0
Tarragona,2023,8,SA,1
Teruel,2023,8,SA,1
Toledo,2023,8,SA,1
València / Valencia,2023,8,SA,0
Valladolid,2023,8,SA,1
Bizkaia,2023,8,SA,1
Zamora,2023,8,SA,0
Zaragoza,2023,8,SA,0
Ceuta,2023,8,SA,0
Melilla,2023,8,SA,0
Araba / Álava,2023,8,SL,14
Albacete,2023,8,SL,10
Alacant / Alicante,2023,8,SL,62
Almería,2023,8,SL,13
Ávila,2023,8,SL,2
Badajoz,2023,8,SL,9
Illes Balears,2023,8,SL,50
Barcelona,2023,8,SL,286
Burgos,2023,8,SL,3
Cáceres,2023,8,SL,4
Cádiz,2023,8,SL,24
Castelló / Castellón,2023,8,SL,22
Ciudad Real,2023,8,SL,12
Córdoba,2023,8,SL,15
"Coruña, A",2023,8,SL,26
Cuenca,2023,8,SL,2
Girona,2023,8,SL,32
Granada,2023,8,SL,23
Guadalajara,2023,8,SL,6
Gipuzkoa,2023,8,SL,33
Huelva,2023,8,SL,5
Huesca,2023,8,SL,6
Jaén,2023,8,SL,11
León,2023,8,SL,12
Lleida,2023,8,SL,13
"Rioja, La",2023,8,SL,6
Lugo,2023,8,SL,2
Madrid,2023,8,SL,445
Málaga,2023,8,SL,66
Murcia,2023,8,SL,46
Navarra,2023,8,SL,22
Ourense,2023,8,SL,4
Asturias,2023,8,SL,25
Palencia,2023,8,SL,5
"Palmas, Las",2023,8,SL,28
Pontevedra,2023,8,SL,30
Salamanca,2023,8,SL,5
Santa Cruz de Tenerife,2023,8,SL,31
Cantabria,2023,8,SL,13
Segovia,2023,8,SL,0
Sevilla,2023,8,SL,54
Soria,2023,8,SL,3
Tarragona,2023,8,SL,31
Teruel,2023,8,SL,3
Toledo,2023,8,SL,14
València / Valencia,2023,8,SL,93
Valladolid,2023,8,SL,20
Bizkaia,2023,8,SL,31
Zamora,2023,8,SL,4
Zaragoza,2023,8,SL,30
Ceuta,2023,8,SL,2
Melilla,2023,8,SL,0
Araba / Álava,2023,8,Otras,0
Albacete,2023,8,Otras,0
Alacant / Alicante,2023,8,Otras,2
Almería,2023,8,Otras,0
Ávila,2023,8,Otras,0
Badajoz,2023,8,Otras,0
Illes Balears,2023,8,Otras,0
Barcelona,2023,8,Otras,10
Burgos,2023,8,Otras,1
Cáceres,2023,8,Otras,0
Cádiz,2023,8,Otras,0
Castelló / Castellón,2023,8,Otras,0
Ciudad Real,2023,8,Otras,0
Córdoba,2023,8,Otras,0
"Coruña, A",2023,8,Otras,1
Cuenca,2023,8,Otras,0
Girona,2023,8,Otras,0
Granada,2023,8,Otras,1
Guadalajara,2023,8,Otras,0
Gipuzkoa,2023,8,Otras,1
Huelva,2023,8,Otras,0
Huesca,2023,8,Otras,0
Jaén,2023,8,Otras,0
León,2023,8,Otras,0
Lleida,2023,8,Otras,0
"Rioja, La",2023,8,Otras,0
Lugo,2023,8,Otras,0
Madrid,2023,8,Otras,5
Málaga,2023,8,Otras,0
Murcia,2023,8,Otras,0
Navarra,2023,8,Otras,0
Ourense,2023,8,Otras,0
Asturias,2023,8,Otras,0
Palencia,2023,8,Otras,0
"Palmas, Las",2023,8,Otras,0
Pontevedra,2023,8,Otras,0
Salamanca,2023,8,Otras,0
Santa Cruz de Tenerife,2023,8,Otras,11
Cantabria,2023,8,Otras,0
Segovia,2023,8,Otras,0
Sevilla,2023,8,Otras,0
Soria,2023,8,Otras,0
Tarragona,2023,8,Otras,0
Teruel,2023,8,Otras,0
Toledo,2023,8,Otras,0
València / Valencia,2023,8,Otras,1
Valladolid,2023,8,Otras,0
Bizkaia,2023,8,Otras,0
Zamora,2023,8,Otras,0
Zaragoza,2023,8,Otras,0
Ceuta,2023,8,Otras,0
Melilla,2023,8,Otras,0
Araba / Álava,2023,9,SA,0
Albacete,2023,9,SA,0
Alacant / Alicante,2023,9,SA,1
Almería,2023,9,SA,2
Ávila,2023,9,SA,0
Badajoz,2023,9,SA,1
Illes Balears,2023,9,SA,1
Barcelona,2023,9,SA,107
Burgos,2023,9,SA,2
Cáceres,2023,9,SA,1
Cádiz,2023,9,SA,1
Castelló / Castellón,2023,9,SA,3
Ciudad Real,2023,9,SA,0
Córdoba,2023,9,SA,1
"Coruña, A",2023,9,SA,1
Cuenca,2023,9,SA,1
Girona,2023,9,SA,3
Granada,2023,9,SA,0
Guadalajara,2023,9,SA,1
Gipuzkoa,2023,9,SA,0
Huelva,2023,9,SA,0
Huesca,2023,9,SA,0
Jaén,2023,9,SA,0
León,2023,9,SA,1
Lleida,2023,9,SA,0
"Rioja, La",2023,9,SA,1
Lugo,2023,9,SA,0
Madrid,2023,9,SA,30
Málaga,2023,9,SA,2
Murcia,2023,9,SA,0
Navarra,2023,9,SA,1
Ourense,2023,9,SA,0
Asturias,2023,9,SA,3
Palencia,2023,9,SA,0
"Palmas, Las",2023,9,SA,3
Pontevedra,2023,9,SA,1
Salamanca,2023,9,SA,3
Santa Cruz de Tenerife,2023,9,SA,0
Cantabria,2023,9,SA,1
Segovia,2023,9,SA,0
Sevilla,2023,9,SA,2
Soria,2023,9,SA,0
Tarragona,2023,9,SA,6
Teruel,2023,9,SA,0
Toledo,2023,9,SA,0
València / Valencia,2023,9,SA,3
Valladolid,2023,9,SA,3
Bizkaia,2023,9,SA,2
Zamora,2023,9,SA,0
Zaragoza,2023,9,SA,1
Ceuta,2023,9,SA,0
Melilla,2023,9,SA,0
Araba / Álava,2023,9,SL,13
Albacete,2023,9,SL,14
Alacant / Alicante,2023,9,SL,65
Almería,2023,9,SL,14
Ávila,2023,9,SL,4
Badajoz,2023,9,SL,18
Illes Balears,2023,9,SL,61
Barcelona,2023,9,SL,140
Burgos,2023,9,SL,12
Cáceres,2023,9,SL,3
Cádiz,2023,9,SL,24
Castelló / Castellón,2023,9,SL,20
Ciudad Real,2023,9,SL,7
Córdoba,2023,9,SL,18
"Coruña, A",2023,9,SL,37
Cuenca,2023,9,SL,0
Girona,2023,9,SL,33
Granada,2023,9,SL,10
Guadalajara,2023,9,SL,4
Gipuzkoa,2023,9,SL,20
Huelva,2023,9,SL,6
Huesca,2023,9,SL,5
Jaén,2023,9,SL,4
León,2023,9,SL,14
Lleida,2023,9,SL,14
"Rioja, La",2023,9,SL,10
Lugo,2023,9,SL,12
Madrid,2023,9,SL,295
Málaga,2023,9,SL,96
Murcia,2023,9,SL,38
Navarra,2023,9,SL,24
Ourense,2023,9,SL,8
Asturias,2023,9,SL,19
Palencia,2023,9,SL,3
"Palmas, Las",2023,9,SL,29
Pontevedra,2023,9,SL,26
Salamanca,2023,9,SL,14
Santa Cruz de Tenerife,2023,9,SL,32
Cantabria,2023,9,SL,11
Segovia,2023,9,SL,2
Sevilla,2023,9,SL,37
Soria,2023,9,SL,3
Tarragona,2023,9,SL,23
Teruel,2023,9,SL,5
Toledo,2023,9,SL,13
València / Valencia,2023,9,SL,83
Valladolid,2023,9,SL,17
Bizkaia,2023,9,SL,36
Zamora,2023,9,SL,5
Zaragoza,2023,9,SL,18
Ceuta,2023,9,SL,2
Melilla,2023,9,SL,1
Araba / Álava,2023,9,Otras,1
Albacete,2023,9,Otras,0
Alacant / Alicante,2023,9,Otras,0
Almería,2023,9,Otras,0
Ávila,2023,9,Otras,0
Badajoz,2023,9,Otras,0
Illes Balears,2023,9,Otras,0
Barcelona,2023,9,Otras,6
Burgos,2023,9,Otras,0
Cáceres,2023,9,Otras,0
Cádiz,2023,9,Otras,0
Castelló / Castellón,2023,9,Otras,0
Ciudad Real,2023,9,Otras,0
Córdoba,2023,9,Otras,0
"Coruña, A",2023,9,Otras,0
Cuenca,2023,9,Otras,0
Girona,2023,9,Otras,0
Granada,2023,9,Otras,0
Guadalajara,2023,9,Otras,0
Gipuzkoa,2023,9,Otras,2
Huelva,2023,9,Otras,0
Huesca,2023,9,Otras,0
Jaén,2023,9,Otras,0
León,2023,9,Otras,0
Lleida,2023,9,Otras,0
"Rioja, La",2023,9,Otras,0
Lugo,2023,9,Otras,0
Madrid,2023,9,Otras,8
Málaga,2023,9,Otras,0
Murcia,2023,9,Otras,0
Navarra,2023,9,Otras,0
Ourense,2023,9,Otras,0
Asturias,2023,9,Otras,0
Palencia,2023,9,Otras,0
"Palmas, Las",2023,9,Otras,1
Pontevedra,2023,9,Otras,0
Salamanca,2023,9,Otras,0
Santa Cruz de Tenerife,2023,9,Otras,1
Cantabria,2023,9,Otras,0
Segovia,2023,9,Otras,0
Sevilla,2023,9,Otras,0
Soria,2023,9,Otras,0
Tarragona,2023,9,Otras,0
Teruel,2023,9,Otras,0
Toledo,2023,9,Otras,0
València / Valencia,2023,9,Otras,0
Valladolid,2023,9,Otras,0
Bizkaia,2023,9,Otras,0
Zamora,2023,9,Otras,0
Zaragoza,2023,9,Otras,0
Ceuta,2023,9,Otras,0
Melilla,2023,9,Otras,0
Araba / Álava,2023,10,SA,1
Albacete,2023,10,SA,0
Alacant / Alicante,2023,10,SA,0
Almería,2023,10,SA,1
Ávila,2023,10,SA,0
Badajoz,2023,10,SA,2
Illes Balears,2023,10,SA,4
Barcelona,2023,10,SA,28
Burgos,2023,10,SA,1
Cáceres,2023,10,SA,0
Cádiz,2023,10,SA,0
Castelló / Castellón,2023,10,SA,3
Ciudad Real,2023,10,SA,2
Córdoba,2023,10,SA,1
"Coruña, A",2023,10,SA,1
Cuenca,2023,10,SA,0
Girona,2023,10,SA,2
Granada,2023,10,SA,2
Guadalajara,2023,10,SA,0
Gipuzkoa,2023,10,SA,2
Huelva,2023,10,SA,2
Huesca,2023,10,SA,2
Jaén,2023,10,SA,0
León,2023,10,SA,2
Lleida,2023,10,SA,0
"Rioja, La",2023,10,SA,2
Lugo,2023,10,SA,0
Madrid,2023,10,SA,65
Málaga,2023,10,SA,5
Murcia,2023,10,SA,1
Navarra,2023,10,SA,1
Ourense,2023,10,SA,1
Asturias,2023,10,SA,1
Palencia,2023,10,SA,1
"Palmas, Las",2023,10,SA,0
Pontevedra,2023,10,SA,1
Salamanca,2023,10,SA,1
Santa Cruz de Tenerife,2023,10,SA,1
Cantabria,2023,10,SA,1
Segovia,2023,10,SA,0
Sevilla,2023,10,SA,3
Soria,2023,10,SA,0
Tarragona,2023,10,SA,1
Teruel,2023,10,SA,0
Toledo,2023,10,SA,1
València / Valencia,2023,10,SA,4
Valladolid,2023,10,SA,1
Bizkaia,2023,10,SA,4
Zamora,2023,10,SA,0
Zaragoza,2023,10,SA,4
Ceuta,2023,10,SA,0
Melilla,2023,10,SA,0
Araba / Álava,2023,10,SL,20
Albacete,2023,10,SL,14
Alacant / Alicante,2023,10,SL,61
Almería,2023,10,SL,14
Ávila,2023,10,SL,10
Badajoz,2023,10,SL,17
Illes Balears,2023,10,SL,73
Barcelona,2023,10,SL,352
Burgos,2023,10,SL,16
Cáceres,2023,10,SL,5
Cádiz,2023,10,SL,26
Castelló / Castellón,2023,10,SL,39
Ciudad Real,2023,10,SL,12
Córdoba,2023,10,SL,24
"Coruña, A",2023,10,SL,42
Cuenca,2023,10,SL,7
Girona,2023,10,SL,42
Granada,2023,10,SL,27
Guadalajara,2023,10,SL,5
Gipuzkoa,2023,10,SL,27
Huelva,2023,10,SL,15
Huesca,2023,10,SL,7
Jaén,2023,10,SL,12
León,2023,10,SL,8
Lleida,2023,10,SL,16
"Rioja, La",2023,10,SL,23
Lugo,2023,10,SL,6
Madrid,2023,10,SL,669
Málaga,2023,10,SL,95
Murcia,2023,10,SL,24
Navarra,2023,10,SL,16
Ourense,2023,10,SL,7
Asturias,2023,10,SL,37
Palencia,2023,10,SL,9
"Palmas, Las",2023,10,SL,28
Pontevedra,2023,10,SL,23
Salamanca,2023,10,SL,7
Santa Cruz de Tenerife,2023,10,SL,25
Cantabria,2023,10,SL,21
Segovia,2023,10,SL,10
Sevilla,2023,10,SL,54
Soria,2023,10,SL,0
Tarragona,2023,10,SL,36
Teruel,2023,10,SL,4
Toledo,2023,10,SL,19
València / Valencia,2023,10,SL,101
Valladolid,2023,10,SL,24
Bizkaia,2023,10,SL,52
Zamora,2023,10,SL,4
Zaragoza,2023,10,SL,38
Ceuta,2023,10,SL,1
Melilla,2023,10,SL,1
Araba / Álava,2023,10,Otras,0
Albacete,2023,10,Otras,0
Alacant / Alicante,2023,10,Otras,0
Almería,2023,10,Otras,0
Ávila,2023,10,Otras,0
Badajoz,2023,10,Otras,1
Illes Balears,2023,10,Otras,0
Barcelona,2023,10,Otras,14
Burgos,2023,10,Otras,0
Cáceres,2023,10,Otras,0
Cádiz,2023,10,Otras,0
Castelló / Castellón,2023,10,Otras,0
Ciudad Real,2023,10,Otras,0
Córdoba,2023,10,Otras,0
"Coruña, A",2023,10,Otras,0
Cuenca,2023,10,Otras,0
Girona,2023,10,Otras,1
Granada,2023,10,Otras,1
Guadalajara,2023,10,Otras,0
Gipuzkoa,2023,10,Otras,0
Huelva,2023,10,Otras,0
Huesca,2023,10,Otras,0
Jaén,2023,10,Otras,0
León,2023,10,Otras,0
Lleida,2023,10,Otras,0
"Rioja, La",2023,10,Otras,0
Lugo,2023,10,Otras,0
Madrid,2023,10,Otras,13
Málaga,2023,10,Otras,0
Murcia,2023,10,Otras,0
Navarra,2023,10,Otras,0
Ourense,2023,10,Otras,0
Asturias,2023,10,Otras,0
Palencia,2023,10,Otras,0
"Palmas, Las",2023,10,Otras,0
Pontevedra,2023,10,Otras,1
Salamanca,2023,10,Otras,0
Santa Cruz de Tenerife,2023,10,Otras,5
Cantabria,2023,10,Otras,0
Segovia,2023,10,Otras,0
Sevilla,2023,10,Otras,2
Soria,2023,10,Otras,0
Tarragona,2023,10,Otras,0
Teruel,2023,10,Otras,0
Toledo,2023,10,Otras,0
València / Valencia,2023,10,Otras,2
Valladolid,2023,10,Otras,0
Bizkaia,2023,10,Otras,0
Zamora,2023,10,Otras,0
Zaragoza,2023,10,Otras,1
Ceuta,2023,10,Otras,0
Melilla,2023,10,Otras,0
Araba / Álava,2023,11,SA,5
Albacete,2023,11,SA,1
Alacant / Alicante,2023,11,SA,5
Almería,2023,11,SA,0
Ávila,2023,11,SA,0
Badajoz,2023,11,SA,2
Illes Balears,2023,11,SA,2
Barcelona,2023,11,SA,25
Burgos,2023,11,SA,0
Cáceres,2023,11,SA,2
Cádiz,2023,11,SA,0
Castelló / Castellón,2023,11,SA,3
Ciudad Real,2023,11,SA,1
Córdoba,2023,11,SA,0
"Coruña, A",2023,11,SA,4
Cuenca,2023,11,SA,0
Girona,2023,11,SA,3
Granada,2023,11,SA,2
Guadalajara,2023,11,SA,0
Gipuzkoa,2023,11,SA,2
Huelva,2023,11,SA,0
Huesca,2023,11,SA,0
Jaén,2023,11,SA,2
León,2023,11,SA,0
Lleida,2023,11,SA,0
"Rioja, La",2023,11,SA,1
Lugo,2023,11,SA,0
Madrid,2023,11,SA,64
Málaga,2023,11,SA,3
Murcia,2023,11,SA,2
Navarra,2023,11,SA,3
Ourense,2023,11,SA,0
Asturias,2023,11,SA,4
Palencia,2023,11,SA,2
"Palmas, Las",2023,11,SA,1
Pontevedra,2023,11,SA,0
Salamanca,2023,11,SA,0
Santa Cruz de Tenerife,2023,11,SA,2
Cantabria,2023,11,SA,4
Segovia,2023,11,SA,1
Sevilla,2023,11,SA,6
Soria,2023,11,SA,0
Tarragona,2023,11,SA,2
Teruel,2023,11,SA,0
Toledo,2023,11,SA,0
València / Valencia,2023,11,SA,8
Valladolid,2023,11,SA,2
Bizkaia,2023,11,SA,6
Zamora,2023,11,SA,0
Zaragoza,2023,11,SA,4
Ceuta,2023,11,SA,0
Melilla,2023,11,SA,0
Araba / Álava,2023,11,SL,22
Albacete,2023,11,SL,18
Alacant / Alicante,2023,11,SL,100
Almería,2023,11,SL,20
Ávila,2023,11,SL,3
Badajoz,2023,11,SL,24
Illes Balears,2023,11,SL,82
Barcelona,2023,11,SL,406
Burgos,2023,11,SL,12
Cáceres,2023,11,SL,7
Cádiz,2023,11,SL,39
Castelló / Castellón,2023,11,SL,30
Ciudad Real,2023,11,SL,12
Córdoba,2023,11,SL,36
"Coruña, A",2023,11,SL,59
Cuenca,2023,11,SL,12
Girona,2023,11,SL,63
Granada,2023,11,SL,31
Guadalajara,2023,11,SL,7
Gipuzkoa,2023,11,SL,50
Huelva,2023,11,SL,11
Huesca,2023,11,SL,7
Jaén,2023,11,SL,12
León,2023,11,SL,11
Lleida,2023,11,SL,16
"Rioja, La",2023,11,SL,15
Lugo,2023,11,SL,19
Madrid,2023,11,SL,671
Málaga,2023,11,SL,122
Murcia,2023,11,SL,61
Navarra,2023,11,SL,20
Ourense,2023,11,SL,5
Asturias,2023,11,SL,32
Palencia,2023,11,SL,10
"Palmas, Las",2023,11,SL,43
Pontevedra,2023,11,SL,45
Salamanca,2023,11,SL,16
Santa Cruz de Tenerife,2023,11,SL,44
Cantabria,2023,11,SL,30
Segovia,2023,11,SL,9
Sevilla,2023,11,SL,73
Soria,2023,11,SL,3
Tarragona,2023,11,SL,34
Teruel,2023,11,SL,9
Toledo,2023,11,SL,22
València / Valencia,2023,11,SL,159
Valladolid,2023,11,SL,36
Bizkaia,2023,11,SL,56
Zamora,2023,11,SL,6
Zaragoza,2023,11,SL,61
Ceuta,2023,11,SL,6
Melilla,2023,11,SL,1
Araba / Álava,2023,11,Otras,0
Albacete,2023,11,Otras,0
Alacant / Alicante,2023,11,Otras,0
Almería,2023,11,Otras,0
Ávila,2023,11,Otras,0
Badajoz,2023,11,Otras,0
Illes Balears,2023,11,Otras,19
