province,year,month,form,count
Ciudad Real,2012,4,SL,12
Córdoba,2012,4,SL,6
"Coruña, A",2012,4,SL,31
Cuenca,2012,4,SL,6
Girona,2012,4,SL,34
Granada,2012,4,SL,34
Guadalajara,2012,4,SL,8
Gipuzkoa,2012,4,SL,13
Huelva,2012,4,SL,8
Huesca,2012,4,SL,6
Jaén,2012,4,SL,13
León,2012,4,SL,4
Lleida,2012,4,SL,17
"Rioja, La",2012,4,SL,5
Lugo,2012,4,SL,4
Madrid,2012,4,SL,168
Málaga,2012,4,SL,40
Murcia,2012,4,SL,23
Navarra,2012,4,SL,18
Ourense,2012,4,SL,6
Asturias,2012,4,SL,21
Palencia,2012,4,SL,4
"Palmas, Las",2012,4,SL,28
Pontevedra,2012,4,SL,42
Salamanca,2012,4,SL,7
Santa Cruz de Tenerife,2012,4,SL,30
Cantabria,2012,4,SL,23
Segovia,2012,4,SL,6
Sevilla,2012,4,SL,36
Soria,2012,4,SL,1
Tarragona,2012,4,SL,13
Teruel,2012,4,SL,4
Toledo,2012,4,SL,14
València / Valencia,2012,4,SL,65
Valladolid,2012,4,SL,14
Bizkaia,2012,4,SL,34
Zamora,2012,4,SL,2
Zaragoza,2012,4,SL,31
Ceuta,2012,4,SL,0
Melilla,2012,4,SL,0
Araba / Álava,2012,4,Otras,0
Albacete,2012,4,Otras,0
Alacant / Alicante,2012,4,Otras,0
Almería,2012,4,Otras,0
Ávila,2012,4,Otras,0
Badajoz,2012,4,Otras,0
Illes Balears,2012,4,Otras,0
Barcelona,2012,4,Otras,12
Burgos,2012,4,Otras,0
Cáceres,2012,4,Otras,0
Cádiz,2012,4,Otras,0
Castelló / Castellón,2012,4,Otras,0
Ciudad Real,2012,4,Otras,0
Córdoba,2012,4,Otras,0
"Coruña, A",2012,4,Otras,0
Cuenca,2012,4,Otras,0
Girona,2012,4,Otras,0
Granada,2012,4,Otras,0
Guadalajara,2012,4,Otras,0
Gipuzkoa,2012,4,Otras,0
Huelva,2012,4,Otras,0
Huesca,2012,4,Otras,0
Jaén,2012,4,Otras,1
León,2012,4,Otras,0
Lleida,2012,4,Otras,0
"Rioja, La",2012,4,Otras,0
Lugo,2012,4,Otras,1
Madrid,2012,4,Otras,1
Málaga,2012,4,Otras,0
Murcia,2012,4,Otras,0
Navarra,2012,4,Otras,1
Ourense,2012,4,Otras,0
Asturias,2012,4,Otras,1
Palencia,2012,4,Otras,0
"Palmas, Las",2012,4,Otras,1
Pontevedra,2012,4,Otras,0
Salamanca,2012,4,Otras,0
Santa Cruz de Tenerife,2012,4,Otras,1
Cantabria,2012,4,Otras,0
Segovia,2012,4,Otras,0
Sevilla,2012,4,Otras,0
Soria,2012,4,Otras,0
Tarragona,2012,4,Otras,0
Teruel,2012,4,Otras,0
Toledo,2012,4,Otras,1
València / Valencia,2012,4,Otras,1
Valladolid,2012,4,Otras,0
Bizkaia,2012,4,Otras,0
Zamora,2012,4,Otras,0
Zaragoza,2012,4,Otras,1
Ceuta,2012,4,Otras,0
Melilla,2012,4,Otras,0
Araba / Álava,2012,5,SA,1
Albacete,2012,5,SA,0
Alacant / Alicante,2012,5,SA,3
Almería,2012,5,SA,0
Ávila,2012,5,SA,0
Badajoz,2012,5,SA,1
Illes Balears,2012,5,SA,5
Barcelona,2012,5,SA,34
Burgos,2012,5,SA,2
Cáceres,2012,5,SA,1
Cádiz,2012,5,SA,0
Castelló / Castellón,2012,5,SA,0
Ciudad Real,2012,5,SA,0
Córdoba,2012,5,SA,2
"Coruña, A",2012,5,SA,2
Cuenca,2012,5,SA,0
Girona,2012,5,SA,1
Granada,2012,5,SA,1
Guadalajara,2012,5,SA,1
Gipuzkoa,2012,5,SA,6
Huelva,2012,5,SA,0
Huesca,2012,5,SA,1
Jaén,2012,5,SA,0
León,2012,5,SA,0
Lleida,2012,5,SA,1
"Rioja, La",2012,5,SA,0
Lugo,2012,5,SA,0
Madrid,2012,5,SA,33
Málaga,2012,5,SA,5
Murcia,2012,5,SA,2
Navarra,2012,5,SA,2
Ourense,2012,5,SA,0
Asturias,2012,5,SA,1
Palencia,2012,5,SA,0
"Palmas, Las",2012,5,SA,5
Pontevedra,2012,5,SA,0
Salamanca,2012,5,SA,0
Santa Cruz de Tenerife,2012,5,SA,2
Cantabria,2012,5,SA,0
Segovia,2012,5,SA,0
Sevilla,2012,5,SA,1
Soria,2012,5,SA,1
Tarragona,2012,5,SA,2
Teruel,2012,5,SA,0
Toledo,2012,5,SA,1
València / Valencia,2012,5,SA,4
Valladolid,2012,5,SA,1
Bizkaia,2012,5,SA,11
Zamora,2012,5,SA,1
Zaragoza,2012,5,SA,2
Ceuta,2012,5,SA,0
Melilla,2012,5,SA,0
Araba / Álava,2012,5,SL,13
Albacete,2012,5,SL,15
Alacant / Alicante,2012,5,SL,46
Almería,2012,5,SL,12
Ávila,2012,5,SL,8
Badajoz,2012,5,SL,16
Illes Balears,2012,5,SL,56
Barcelona,2012,5,SL,255
Burgos,2012,5,SL,8
Cáceres,2012,5,SL,11
Cádiz,2012,5,SL,26
Castelló / Castellón,2012,5,SL,17
Ciudad Real,2012,5,SL,7
Córdoba,2012,5,SL,12
"Coruña, A",2012,5,SL,26
Cuenca,2012,5,SL,2
Girona,2012,5,SL,25
Granada,2012,5,SL,13
Guadalajara,2012,5,SL,5
Gipuzkoa,2012,5,SL,28
Huelva,2012,5,SL,16
Huesca,2012,5,SL,3
Jaén,2012,5,SL,6
León,2012,5,SL,20
Lleida,2012,5,SL,10
"Rioja, La",2012,5,SL,8
Lugo,2012,5,SL,10
Madrid,2012,5,SL,232
Málaga,2012,5,SL,33
Murcia,2012,5,SL,26
Navarra,2012,5,SL,21
Ourense,2012,5,SL,7
Asturias,2012,5,SL,18
Palencia,2012,5,SL,6
"Palmas, Las",2012,5,SL,26
Pontevedra,2012,5,SL,35
Salamanca,2012,5,SL,14
Santa Cruz de Tenerife,2012,5,SL,27
Cantabria,2012,5,SL,17
Segovia,2012,5,SL,3
Sevilla,2012,5,SL,45
Soria,2012,5,SL,5
Tarragona,2012,5,SL,26
Teruel,2012,5,SL,3
Toledo,2012,5,SL,17
València / Valencia,2012,5,SL,105
Valladolid,2012,5,SL,11
Bizkaia,2012,5,SL,41
Zamora,2012,5,SL,10
Zaragoza,2012,5,SL,37
Ceuta,2012,5,SL,0
Melilla,2012,5,SL,0
Araba / Álava,2012,5,Otras,0
Albacete,2012,5,Otras,0
Alacant / Alicante,2012,5,Otras,0
Almería,2012,5,Otras,0
Ávila,2012,5,Otras,0
Badajoz,2012,5,Otras,0
Illes Balears,2012,5,Otras,1
Barcelona,2012,5,Otras,6
Burgos,2012,5,Otras,0
Cáceres,2012,5,Otras,0
Cádiz,2012,5,Otras,0
Castelló / Castellón,2012,5,Otras,0
Ciudad Real,2012,5,Otras,0
Córdoba,2012,5,Otras,0
"Coruña, A",2012,5,Otras,2
Cuenca,2012,5,Otras,0
Girona,2012,5,Otras,0
Granada,2012,5,Otras,0
Guadalajara,2012,5,Otras,0
Gipuzkoa,2012,5,Otras,1
Huelva,2012,5,Otras,1
Huesca,2012,5,Otras,0
Jaén,2012,5,Otras,0
León,2012,5,Otras,1
Lleida,2012,5,Otras,1
"Rioja, La",2012,5,Otras,0
Lugo,2012,5,Otras,0
Madrid,2012,5,Otras,8
Málaga,2012,5,Otras,0
Murcia,2012,5,Otras,0
Navarra,2012,5,Otras,0
Ourense,2012,5,Otras,0
Asturias,2012,5,Otras,0
Palencia,2012,5,Otras,0
"Palmas, Las",2012,5,Otras,0
Pontevedra,2012,5,Otras,0
Salamanca,2012,5,Otras,0
Santa Cruz de Tenerife,2012,5,Otras,0
Cantabria,2012,5,Otras,2
Segovia,2012,5,Otras,0
Sevilla,2012,5,Otras,1
Soria,2012,5,Otras,0
Tarragona,2012,5,Otras,0
Teruel,2012,5,Otras,0
Toledo,2012,5,Otras,0
València / Valencia,2012,5,Otras,0
Valladolid,2012,5,Otras,0
Bizkaia,2012,5,Otras,0
Zamora,2012,5,Otras,0
Zaragoza,2012,5,Otras,0
Ceuta,2012,5,Otras,0
Melilla,2012,5,Otras,0
Araba / Álava,2012,6,SA,3
Albacete,2012,6,SA,1
Alacant / Alicante,2012,6,SA,0
Almería,2012,6,SA,0
Ávila,2012,6,SA,0
Badajoz,2012,6,SA,0
Illes Balears,2012,6,SA,3
Barcelona,2012,6,SA,40
Burgos,2012,6,SA,1
Cáceres,2012,6,SA,0
Cádiz,2012,6,SA,0
Castelló / Castellón,2012,6,SA,1
Ciudad Real,2012,6,SA,0
Córdoba,2012,6,SA,0
"Coruña, A",2012,6,SA,2
Cuenca,2012,6,SA,0
Girona,2012,6,SA,2
Granada,2012,6,SA,1
Guadalajara,2012,6,SA,0
Gipuzkoa,2012,6,SA,4
Huelva,2012,6,SA,0
Huesca,2012,6,SA,1
Jaén,2012,6,SA,3
León,2012,6,SA,0
Lleida,2012,6,SA,0
"Rioja, La",2012,6,SA,0
Lugo,2012,6,SA,0
Madrid,2012,6,SA,50
Málaga,2012,6,SA,1
Murcia,2012,6,SA,1
Navarra,2012,6,SA,2
Ourense,2012,6,SA,0
Asturias,2012,6,SA,3
Palencia,2012,6,SA,0
"Palmas, Las",2012,6,SA,0
Pontevedra,2012,6,SA,0
Salamanca,2012,6,SA,0
Santa Cruz de Tenerife,2012,6,SA,0
Cantabria,2012,6,SA,1
Segovia,2012,6,SA,0
Sevilla,2012,6,SA,1
Soria,2012,6,SA,0
Tarragona,2012,6,SA,1
Teruel,2012,6,SA,0
Toledo,2012,6,SA,1
València / Valencia,2012,6,SA,2
Valladolid,2012,6,SA,0
Bizkaia,2012,6,SA,2
Zamora,2012,6,SA,0
Zaragoza,2012,6,SA,0
Ceuta,2012,6,SA,0
Melilla,2012,6,SA,0
Araba / Álava,2012,6,SL,4
Albacete,2012,6,SL,19
Alacant / Alicante,2012,6,SL,36
Almería,2012,6,SL,20
Ávila,2012,6,SL,5
Badajoz,2012,6,SL,14
Illes Balears,2012,6,SL,46
Barcelona,2012,6,SL,221
Burgos,2012,6,SL,12
Cáceres,2012,6,SL,10
Cádiz,2012,6,SL,15
Castelló / Castellón,2012,6,SL,8
Ciudad Real,2012,6,SL,12
Córdoba,2012,6,SL,20
"Coruña, A",2012,6,SL,25
Cuenca,2012,6,SL,2
Girona,2012,6,SL,26
Granada,2012,6,SL,14
Guadalajara,2012,6,SL,3
Gipuzkoa,2012,6,SL,15
Huelva,2012,6,SL,11
Huesca,2012,6,SL,6
Jaén,2012,6,SL,8
León,2012,6,SL,17
Lleida,2012,6,SL,15
"Rioja, La",2012,6,SL,10
Lugo,2012,6,SL,8
Madrid,2012,6,SL,253
Málaga,2012,6,SL,45
Murcia,2012,6,SL,30
Navarra,2012,6,SL,15
Ourense,2012,6,SL,5
Asturias,2012,6,SL,18
Palencia,2012,6,SL,6
"Palmas, Las",2012,6,SL,27
Pontevedra,2012,6,SL,34
Salamanca,2012,6,SL,10
Santa Cruz de Tenerife,2012,6,SL,22
Cantabria,2012,6,SL,14
Segovia,2012,6,SL,0
Sevilla,2012,6,SL,39
Soria,2012,6,SL,2
Tarragona,2012,6,SL,25
Teruel,2012,6,SL,4
Toledo,2012,6,SL,15
València / Valencia,2012,6,SL,83
Valladolid,2012,6,SL,32
Bizkaia,2012,6,SL,41
Zamora,2012,6,SL,4
Zaragoza,2012,6,SL,31
Ceuta,2012,6,SL,0
Melilla,2012,6,SL,0
Araba / Álava,2012,6,Otras,0
Albacete,2012,6,Otras,2
Alacant / Alicante,2012,6,Otras,2
Almería,2012,6,Otras,0
Ávila,2012,6,Otras,0
Badajoz,2012,6,Otras,1
Illes Balears,2012,6,Otras,0
Barcelona,2012,6,Otras,5
Burgos,2012,6,Otras,1
Cáceres,2012,6,Otras,0
Cádiz,2012,6,Otras,1
Castelló / Castellón,2012,6,Otras,0
Ciudad Real,2012,6,Otras,0
Córdoba,2012,6,Otras,0
"Coruña, A",2012,6,Otras,0
Cuenca,2012,6,Otras,0
Girona,2012,6,Otras,0
Granada,2012,6,Otras,0
Guadalajara,2012,6,Otras,0
Gipuzkoa,2012,6,Otras,0
Huelva,2012,6,Otras,0
Huesca,2012,6,Otras,0
Jaén,2012,6,Otras,0
León,2012,6,Otras,0
Lleida,2012,6,Otras,0
"Rioja, La",2012,6,Otras,0
Lugo,2012,6,Otras,0
Madrid,2012,6,Otras,3
Málaga,2012,6,Otras,0
Murcia,2012,6,Otras,0
Navarra,2012,6,Otras,1
Ourense,2012,6,Otras,0
Asturias,2012,6,Otras,0
Palencia,2012,6,Otras,0
"Palmas, Las",2012,6,Otras,0
Pontevedra,2012,6,Otras,0
Salamanca,2012,6,Otras,0
Santa Cruz de Tenerife,2012,6,Otras,0
Cantabria,2012,6,Otras,1
Segovia,2012,6,Otras,2
Sevilla,2012,6,Otras,1
Soria,2012,6,Otras,0
Tarragona,2012,6,Otras,0
Teruel,2012,6,Otras,0
Toledo,2012,6,Otras,0
València / Valencia,2012,6,Otras,0
Valladolid,2012,6,Otras,0
Bizkaia,2012,6,Otras,0
Zamora,2012,6,Otras,0
Zaragoza,2012,6,Otras,1
Ceuta,2012,6,Otras,0
Melilla,2012,6,Otras,0
Araba / Álava,2012,7,SA,0
Albacete,2012,7,SA,4
Alacant / Alicante,2012,7,SA,6
Almería,2012,7,SA,0
Ávila,2012,7,SA,0
Badajoz,2012,7,SA,0
Illes Balears,2012,7,SA,6
Barcelona,2012,7,SA,27
Burgos,2012,7,SA,2
Cáceres,2012,7,SA,0
Cádiz,2012,7,SA,0
Castelló / Castellón,2012,7,SA,0
Ciudad Real,2012,7,SA,0
Córdoba,2012,7,SA,1
"Coruña, A",2012,7,SA,4
Cuenca,2012,7,SA,0
Girona,2012,7,SA,1
Granada,2012,7,SA,0
Guadalajara,2012,7,SA,0
Gipuzkoa,2012,7,SA,5
Huelva,2012,7,SA,0
Huesca,2012,7,SA,2
Jaén,2012,7,SA,1
León,2012,7,SA,2
Lleida,2012,7,SA,0
"Rioja, La",2012,7,SA,0
Lugo,2012,7,SA,0
Madrid,2012,7,SA,44
Málaga,2012,7,SA,3
Murcia,2012,7,SA,1
Navarra,2012,7,SA,0
Ourense,2012,7,SA,0
Asturias,2012,7,SA,1
Palencia,2012,7,SA,0
"Palmas, Las",2012,7,SA,0
Pontevedra,2012,7,SA,2
Salamanca,2012,7,SA,1
Santa Cruz de Tenerife,2012,7,SA,0
Cantabria,2012,7,SA,0
Segovia,2012,7,SA,0
Sevilla,2012,7,SA,4
Soria,2012,7,SA,0
Tarragona,2012,7,SA,1
Teruel,2012,7,SA,0
Toledo,2012,7,SA,2
València / Valencia,2012,7,SA,6
Valladolid,2012,7,SA,0
Bizkaia,2012,7,SA,2
Zamora,2012,7,SA,0
Zaragoza,2012,7,SA,1
Ceuta,2012,7,SA,0
Melilla,2012,7,SA,1
Araba / Álava,2012,7,SL,11
Albacete,2012,7,SL,21
Alacant / Alicante,2012,7,SL,57
Almería,2012,7,SL,8
Ávila,2012,7,SL,5
Badajoz,2012,7,SL,14
Illes Balears,2012,7,SL,43
Barcelona,2012,7,SL,275
Burgos,2012,7,SL,8
Cáceres,2012,7,SL,2
Cádiz,2012,7,SL,16
Castelló / Castellón,2012,7,SL,7
Ciudad Real,2012,7,SL,7
Córdoba,2012,7,SL,15
"Coruña, A",2012,7,SL,29
Cuenca,2012,7,SL,4
Girona,2012,7,SL,29
Granada,2012,7,SL,13
Guadalajara,2012,7,SL,3
Gipuzkoa,2012,7,SL,24
Huelva,2012,7,SL,10
Huesca,2012,7,SL,3
Jaén,2012,7,SL,3
León,2012,7,SL,10
Lleida,2012,7,SL,15
"Rioja, La",2012,7,SL,15
Lugo,2012,7,SL,3
Madrid,2012,7,SL,273
Málaga,2012,7,SL,40
Murcia,2012,7,SL,29
Navarra,2012,7,SL,9
Ourense,2012,7,SL,4
Asturias,2012,7,SL,18
Palencia,2012,7,SL,0
"Palmas, Las",2012,7,SL,37
Pontevedra,2012,7,SL,32
Salamanca,2012,7,SL,11
Santa Cruz de Tenerife,2012,7,SL,22
Cantabria,2012,7,SL,12
Segovia,2012,7,SL,1
Sevilla,2012,7,SL,41
Soria,2012,7,SL,0
Tarragona,2012,7,SL,19
Teruel,2012,7,SL,2
Toledo,2012,7,SL,15
València / Valencia,2012,7,SL,84
Valladolid,2012,7,SL,12
Bizkaia,2012,7,SL,23
Zamora,2012,7,SL,7
Zaragoza,2012,7,SL,22
Ceuta,2012,7,SL,0
Melilla,2012,7,SL,1
Araba / Álava,2012,7,Otras,0
Albacete,2012,7,Otras,0
Alacant / Alicante,2012,7,Otras,2
Almería,2012,7,Otras,0
Ávila,2012,7,Otras,0
Badajoz,2012,7,Otras,2
Illes Balears,2012,7,Otras,0
Barcelona,2012,7,Otras,6
Burgos,2012,7,Otras,0
Cáceres,2012,7,Otras,0
Cádiz,2012,7,Otras,0
Castelló / Castellón,2012,7,Otras,0
Ciudad Real,2012,7,Otras,0
Córdoba,2012,7,Otras,0
"Coruña, A",2012,7,Otras,0
Cuenca,2012,7,Otras,0
Girona,2012,7,Otras,1
Granada,2012,7,Otras,0
Guadalajara,2012,7,Otras,0
Gipuzkoa,2012,7,Otras,1
Huelva,2012,7,Otras,0
Huesca,2012,7,Otras,0
Jaén,2012,7,Otras,0
León,2012,7,Otras,0
Lleida,2012,7,Otras,0
"Rioja, La",2012,7,Otras,0
Lugo,2012,7,Otras,0
Madrid,2012,7,Otras,7
Málaga,2012,7,Otras,0
Murcia,2012,7,Otras,0
Navarra,2012,7,Otras,1
Ourense,2012,7,Otras,1
Asturias,2012,7,Otras,0
Palencia,2012,7,Otras,0
"Palmas, Las",2012,7,Otras,1
Pontevedra,2012,7,Otras,0
Salamanca,2012,7,Otras,0
Santa Cruz de Tenerife,2012,7,Otras,0
Cantabria,2012,7,Otras,0
Segovia,2012,7,Otras,0
Sevilla,2012,7,Otras,0
Soria,2012,7,Otras,0
Tarragona,2012,7,Otras,0
Teruel,2012,7,Otras,0
Toledo,2012,7,Otras,0
València / Valencia,2012,7,Otras,1
Valladolid,2012,7,Otras,0
Bizkaia,2012,7,Otras,0
Zamora,2012,7,Otras,0
Zaragoza,2012,7,Otras,1
Ceuta,2012,7,Otras,0
Melilla,2012,7,Otras,0
Araba / Álava,2012,8,SA,0
Albacete,2012,8,SA,3
Alacant / Alicante,2012,8,SA,1
Almería,2012,8,SA,1
Ávila,2012,8,SA,0
Badajoz,2012,8,SA,1
Illes Balears,2012,8,SA,1
Barcelona,2012,8,SA,29
Burgos,2012,8,SA,1
Cáceres,2012,8,SA,0
Cádiz,2012,8,SA,1
Castelló / Castellón,2012,8,SA,0
Ciudad Real,2012,8,SA,0
Córdoba,2012,8,SA,2
"Coruña, A",2012,8,SA,2
Cuenca,2012,8,SA,0
Girona,2012,8,SA,1
Granada,2012,8,SA,1
Guadalajara,2012,8,SA,0
Gipuzkoa,2012,8,SA,3
Huelva,2012,8,SA,0
Huesca,2012,8,SA,0
Jaén,2012,8,SA,0
León,2012,8,SA,0
Lleida,2012,8,SA,0
"Rioja, La",2012,8,SA,1
Lugo,2012,8,SA,0
Madrid,2012,8,SA,28
Málaga,2012,8,SA,0
Murcia,2012,8,SA,0
Navarra,2012,8,SA,1
Ourense,2012,8,SA,0
Asturias,2012,8,SA,4
Palencia,2012,8,SA,0
"Palmas, Las",2012,8,SA,1
Pontevedra,2012,8,SA,2
Salamanca,2012,8,SA,0
Santa Cruz de Tenerife,2012,8,SA,0
Cantabria,2012,8,SA,2
Segovia,2012,8,SA,2
Sevilla,2012,8,SA,7
Soria,2012,8,SA,0
Tarragona,2012,8,SA,1
Teruel,2012,8,SA,0
Toledo,2012,8,SA,0
València / Valencia,2012,8,SA,1
Valladolid,2012,8,SA,0
Bizkaia,2012,8,SA,7
Zamora,2012,8,SA,0
Zaragoza,2012,8,SA,1
Ceuta,2012,8,SA,0
Melilla,2012,8,SA,0
Araba / Álava,2012,8,SL,7
Albacete,2012,8,SL,3
Alacant / Alicante,2012,8,SL,47
Almería,2012,8,SL,15
Ávila,2012,8,SL,4
Badajoz,2012,8,SL,11
Illes Balears,2012,8,SL,39
Barcelona,2012,8,SL,227
Burgos,2012,8,SL,7
Cáceres,2012,8,SL,14
Cádiz,2012,8,SL,19
Castelló / Castellón,2012,8,SL,15
Ciudad Real,2012,8,SL,2
Córdoba,2012,8,SL,19
"Coruña, A",2012,8,SL,18
Cuenca,2012,8,SL,5
Girona,2012,8,SL,22
Granada,2012,8,SL,17
Guadalajara,2012,8,SL,6
Gipuzkoa,2012,8,SL,15
Huelva,2012,8,SL,5
Huesca,2012,8,SL,7
Jaén,2012,8,SL,10
León,2012,8,SL,2
Lleida,2012,8,SL,13
"Rioja, La",2012,8,SL,7
Lugo,2012,8,SL,5
Madrid,2012,8,SL,199
Málaga,2012,8,SL,51
Murcia,2012,8,SL,16
Navarra,2012,8,SL,21
Ourense,2012,8,SL,5
Asturias,2012,8,SL,19
Palencia,2012,8,SL,5
"Palmas, Las",2012,8,SL,22
Pontevedra,2012,8,SL,23
Salamanca,2012,8,SL,7
Santa Cruz de Tenerife,2012,8,SL,40
Cantabria,2012,8,SL,14
Segovia,2012,8,SL,8
Sevilla,2012,8,SL,29
Soria,2012,8,SL,1
Tarragona,2012,8,SL,14
Teruel,2012,8,SL,2
Toledo,2012,8,SL,12
València / Valencia,2012,8,SL,76
Valladolid,2012,8,SL,16
Bizkaia,2012,8,SL,34
Zamora,2012,8,SL,8
Zaragoza,2012,8,SL,30
Ceuta,2012,8,SL,1
Melilla,2012,8,SL,1
Araba / Álava,2012,8,Otras,0
Albacete,2012,8,Otras,1
Alacant / Alicante,2012,8,Otras,1
Almería,2012,8,Otras,0
Ávila,2012,8,Otras,0
Badajoz,2012,8,Otras,0
Illes Balears,2012,8,Otras,0
Barcelona,2012,8,Otras,6
Burgos,2012,8,Otras,1
Cáceres,2012,8,Otras,0
Cádiz,2012,8,Otras,0
Castelló / Castellón,2012,8,Otras,0
Ciudad Real,2012,8,Otras,0
Córdoba,2012,8,Otras,1
"Coruña, A",2012,8,Otras,0
Cuenca,2012,8,Otras,0
Girona,2012,8,Otras,0
Granada,2012,8,Otras,0
Guadalajara,2012,8,Otras,0
Gipuzkoa,2012,8,Otras,0
Huelva,2012,8,Otras,0
Huesca,2012,8,Otras,0
Jaén,2012,8,Otras,0
León,2012,8,Otras,0
Lleida,2012,8,Otras,0
"Rioja, La",2012,8,Otras,0
Lugo,2012,8,Otras,0
Madrid,2012,8,Otras,3
Málaga,2012,8,Otras,0
Murcia,2012,8,Otras,0
Navarra,2012,8,Otras,1
Ourense,2012,8,Otras,0
Asturias,2012,8,Otras,0
Palencia,2012,8,Otras,0
"Palmas, Las",2012,8,Otras,7
Pontevedra,2012,8,Otras,0
Salamanca,2012,8,Otras,0
Santa Cruz de Tenerife,2012,8,Otras,2
Cantabria,2012,8,Otras,0
Segovia,2012,8,Otras,0
Sevilla,2012,8,Otras,0
Soria,2012,8,Otras,0
Tarragona,2012,8,Otras,0
Teruel,2012,8,Otras,0
Toledo,2012,8,Otras,1
València / Valencia,2012,8,Otras,0
Valladolid,2012,8,Otras,0
Bizkaia,2012,8,Otras,0
Zamora,2012,8,Otras,0
Zaragoza,2012,8,Otras,0
Ceuta,2012,8,Otras,0
Melilla,2012,8,Otras,0
Araba / Álava,2012,9,SA,1
Albacete,2012,9,SA,0
Alacant / Alicante,2012,9,SA,4
Almería,2012,9,SA,0
Ávila,2012,9,SA,0
Badajoz,2012,9,SA,2
Illes Balears,2012,9,SA,0
Barcelona,2012,9,SA,26
Burgos,2012,9,SA,1
Cáceres,2012,9,SA,0
Cádiz,2012,9,SA,1
Castelló / Castellón,2012,9,SA,0
Ciudad Real,2012,9,SA,0
Córdoba,2012,9,SA,1
"Coruña, A",2012,9,SA,1
Cuenca,2012,9,SA,0
Girona,2012,9,SA,3
Granada,2012,9,SA,0
Guadalajara,2012,9,SA,1
Gipuzkoa,2012,9,SA,1
Huelva,2012,9,SA,3
Huesca,2012,9,SA,0
Jaén,2012,9,SA,2
León,2012,9,SA,0
Lleida,2012,9,SA,1
"Rioja, La",2012,9,SA,1
Lugo,2012,9,SA,0
Madrid,2012,9,SA,38
Málaga,2012,9,SA,3
Murcia,2012,9,SA,0
Navarra,2012,9,SA,1
Ourense,2012,9,SA,0
Asturias,2012,9,SA,3
Palencia,2012,9,SA,0
"Palmas, Las",2012,9,SA,0
Pontevedra,2012,9,SA,4
Salamanca,2012,9,SA,0
Santa Cruz de Tenerife,2012,9,SA,2
Cantabria,2012,9,SA,2
Segovia,2012,9,SA,0
Sevilla,2012,9,SA,2
Soria,2012,9,SA,0
Tarragona,2012,9,SA,1
Teruel,2012,9,SA,0
Toledo,2012,9,SA,0
València / Valencia,2012,9,SA,7
Valladolid,2012,9,SA,2
Bizkaia,2012,9,SA,2
Zamora,2012,9,SA,0
Zaragoza,2012,9,SA,1
Ceuta,2012,9,SA,0
Melilla,2012,9,SA,0
Araba / Álava,2012,9,SL,10
Albacete,2012,9,SL,14
Alacant / Alicante,2012,9,SL,40
Almería,2012,9,SL,7
Ávila,2012,9,SL,5
Badajoz,2012,9,SL,13
Illes Balears,2012,9,SL,35
Barcelona,2012,9,SL,180
Burgos,2012,9,SL,5
Cáceres,2012,9,SL,1
Cádiz,2012,9,SL,19
Castelló / Castellón,2012,9,SL,13
Ciudad Real,2012,9,SL,5
Córdoba,2012,9,SL,10
"Coruña, A",2012,9,SL,30
Cuenca,2012,9,SL,1
Girona,2012,9,SL,22
Granada,2012,9,SL,9
Guadalajara,2012,9,SL,2
Gipuzkoa,2012,9,SL,26
Huelva,2012,9,SL,15
Huesca,2012,9,SL,4
Jaén,2012,9,SL,3
León,2012,9,SL,9
Lleida,2012,9,SL,6
"Rioja, La",2012,9,SL,8
Lugo,2012,9,SL,5
Madrid,2012,9,SL,194
Málaga,2012,9,SL,43
Murcia,2012,9,SL,16
Navarra,2012,9,SL,15
Ourense,2012,9,SL,3
Asturias,2012,9,SL,20
Palencia,2012,9,SL,3
"Palmas, Las",2012,9,SL,37
Pontevedra,2012,9,SL,32
Salamanca,2012,9,SL,4
Santa Cruz de Tenerife,2012,9,SL,30
Cantabria,2012,9,SL,13
Segovia,2012,9,SL,3
Sevilla,2012,9,SL,30
Soria,2012,9,SL,7
Tarragona,2012,9,SL,6
Teruel,2012,9,SL,5
Toledo,2012,9,SL,15
València / Valencia,2012,9,SL,60
Valladolid,2012,9,SL,21
Bizkaia,2012,9,SL,28
Zamora,2012,9,SL,1
Zaragoza,2012,9,SL,14
Ceuta,2012,9,SL,0
Melilla,2012,9,SL,0
Araba / Álava,2012,9,Otras,0
Albacete,2012,9,Otras,0
Alacant / Alicante,2012,9,Otras,0
Almería,2012,9,Otras,0
Ávila,2012,9,Otras,0
Badajoz,2012,9,Otras,0
Illes Balears,2012,9,Otras,0
Barcelona,2012,9,Otras,5
Burgos,2012,9,Otras,0
Cáceres,2012,9,Otras,0
Cádiz,2012,9,Otras,0
Castelló / Castellón,2012,9,Otras,1
Ciudad Real,2012,9,Otras,0
Córdoba,2012,9,Otras,0
"Coruña, A",2012,9,Otras,1
Cuenca,2012,9,Otras,0
Girona,2012,9,Otras,0
Granada,2012,9,Otras,0
Guadalajara,2012,9,Otras,0
Gipuzkoa,2012,9,Otras,0
Huelva,2012,9,Otras,0
Huesca,2012,9,Otras,0
Jaén,2012,9,Otras,0
León,2012,9,Otras,0
Lleida,2012,9,Otras,1
"Rioja, La",2012,9,Otras,0
Lugo,2012,9,Otras,1
Madrid,2012,9,Otras,6
Málaga,2012,9,Otras,0
Murcia,2012,9,Otras,0
Navarra,2012,9,Otras,0
Ourense,2012,9,Otras,0
