province,year,month,form,count,capital_subscribed
Badajoz,2019,11,SL,24,3077237
Illes Balears,2019,11,SL,72,31946225
Barcelona,2019,11,SL,387,161144631
Burgos,2019,11,SL,15,2568228
Cáceres,2019,11,SL,6,452901
Cádiz,2019,11,SL,28,8125544
Castellón / Castelló,2019,11,SL,16,3464803
Ciudad Real,2019,11,SL,20,69646787
Córdoba,2019,11,SL,29,18978900
A Coruña,2019,11,SL,45,9578944
Cuenca,2019,11,SL,5,305233
Girona,2019,11,SL,47,9816134
Granada,2019,11,SL,42,6269572
Guadalajara,2019,11,SL,7,381265
Gipuzkoa,2019,11,SL,20,2092063
Huelva,2019,11,SL,17,846797
Huesca,2019,11,SL,2,3121276
Jaén,2019,11,SL,11,1409403
León,2019,11,SL,8,2051211
Lleida,2019,11,SL,20,3124040
La Rioja,2019,11,SL,5,696867
Lugo,2019,11,SL,10,1086241
Madrid,2019,11,SL,564,655133844
Málaga,2019,11,SL,67,44033206
Murcia,2019,11,SL,56,12942830
Navarra,2019,11,SL,24,2622175
Ourense,2019,11,SL,6,379410
Asturias,2019,11,SL,29,7068264
Palencia,2019,11,SL,2,467000
Las Palmas,2019,11,SL,43,7068434
Pontevedra,2019,11,SL,29,3020733
Salamanca,2019,11,SL,9,976383
Santa Cruz de Tenerife,2019,11,SL,31,9011524
Cantabria,2019,11,SL,14,7411068
Segovia,2019,11,SL,2,1170000
Sevilla,2019,11,SL,60,35139052
Soria,2019,11,SL,1,149300
Tarragona,2019,11,SL,20,4986980
Teruel,2019,11,SL,3,54825
Toledo,2019,11,SL,22,8020147
Valencia / València,2019,11,SL,140,127327527
Valladolid,2019,11,SL,28,5163048
Bizkaia,2019,11,SL,44,21452191
Zamora,2019,11,SL,7,2970247
Zaragoza,2019,11,SL,43,103970660
Ceuta,2019,11,SL,1,249750
Melilla,2019,11,SL,2,617620
Araba / Álava,2019,11,Otras,0,0
Albacete,2019,11,Otras,0,0
Alicante / Alacant,2019,11,Otras,0,0
Almería,2019,11,Otras,0,0
Ávila,2019,11,Otras,0,0
Badajoz,2019,11,Otras,1,1001
Illes Balears,2019,11,Otras,1,1310
Barcelona,2019,11,Otras,9,227217
Burgos,2019,11,Otras,0,0
Cáceres,2019,11,Otras,0,0
Cádiz,2019,11,Otras,0,0
Castellón / Castelló,2019,11,Otras,0,0
Ciudad Real,2019,11,Otras,0,0
Córdoba,2019,11,Otras,0,0
A Coruña,2019,11,Otras,0,0
Cuenca,2019,11,Otras,0,0
Girona,2019,11,Otras,0,0
Granada,2019,11,Otras,0,0
Guadalajara,2019,11,Otras,0,0
Gipuzkoa,2019,11,Otras,0,0
Huelva,2019,11,Otras,0,0
Huesca,2019,11,Otras,0,0
Jaén,2019,11,Otras,0,0
León,2019,11,Otras,0,0
Lleida,2019,11,Otras,0,0
La Rioja,2019,11,Otras,0,0
Lugo,2019,11,Otras,0,0
Madrid,2019,11,Otras,3,1093644
Málaga,2019,11,Otras,0,0
Murcia,2019,11,Otras,0,0
Navarra,2019,11,Otras,0,0
Ourense,2019,11,Otras,0,0
Asturias,2019,11,Otras,0,0
Palencia,2019,11,Otras,0,0
Las Palmas,2019,11,Otras,0,0
Pontevedra,2019,11,Otras,0,0
Salamanca,2019,11,Otras,0,0
Santa Cruz de Tenerife,2019,11,Otras,0,0
Cantabria,2019,11,Otras,0,0
Segovia,2019,11,Otras,0,0
Sevilla,2019,11,Otras,0,0
Soria,2019,11,Otras,0,0
Tarragona,2019,11,Otras,0,0
Teruel,2019,11,Otras,0,0
Toledo,2019,11,Otras,0,0
Valencia / València,2019,11,Otras,0,0
Valladolid,2019,11,Otras,0,0
Bizkaia,2019,11,Otras,0,0
Zamora,2019,11,Otras,0,0
Zaragoza,2019,11,Otras,0,0
Ceuta,2019,11,Otras,0,0
Melilla,2019,11,Otras,0,0
Araba / Álava,2019,12,SA,3,1346079
Albacete,2019,12,SA,1,266549
Alicante / Alacant,2019,12,SA,3,399798
Almería,2019,12,SA,0,0
Ávila,2019,12,SA,0,0
Badajoz,2019,12,SA,0,0
Illes Balears,2019,12,SA,5,6849508
Barcelona,2019,12,SA,17,13385563
Burgos,2019,12,SA,0,0
Cáceres,2019,12,SA,0,0
Cádiz,2019,12,SA,2,1071199
Castellón / Castelló,2019,12,SA,1,300000
Ciudad Real,2019,12,SA,0,0
Córdoba,2019,12,SA,3,581407
A Coruña,2019,12,SA,0,0
Cuenca,2019,12,SA,0,0
Girona,2019,12,SA,2,5977285
Granada,2019,12,SA,2,55033
Guadalajara,2019,12,SA,0,0
Gipuzkoa,2019,12,SA,2,1060101
Huelva,2019,12,SA,0,0
Huesca,2019,12,SA,0,0
Jaén,2019,12,SA,1,85020
León,2019,12,SA,1,684040
Lleida,2019,12,SA,1,649800
La Rioja,2019,12,SA,1,31680
Lugo,2019,12,SA,0,0
Madrid,2019,12,SA,51,141707143
Málaga,2019,12,SA,0,0
Murcia,2019,12,SA,5,32910496
Navarra,2019,12,SA,1,30000
Ourense,2019,12,SA,1,1400000
Asturias,2019,12,SA,0,0
Palencia,2019,12,SA,0,0
Las Palmas,2019,12,SA,3,1618186
Pontevedra,2019,12,SA,5,6578755
Salamanca,2019,12,SA,0,0
Santa Cruz de Tenerife,2019,12,SA,1,6119021
Cantabria,2019,12,SA,1,3030912
Segovia,2019,12,SA,0,0
Sevilla,2019,12,SA,1,19534
Soria,2019,12,SA,0,0
Tarragona,2019,12,SA,0,0
Teruel,2019,12,SA,0,0
Toledo,2019,12,SA,0,0
Valencia / València,2019,12,SA,6,21154671
Valladolid,2019,12,SA,0,0
Bizkaia,2019,12,SA,7,74261182
Zamora,2019,12,SA,0,0
Zaragoza,2019,12,SA,2,2466681
Ceuta,2019,12,SA,0,0
Melilla,2019,12,SA,0,0
Araba / Álava,2019,12,SL,7,972075
Albacete,2019,12,SL,35,36715704
Alicante / Alacant,2019,12,SL,130,51507599
Almería,2019,12,SL,43,8535706
Ávila,2019,12,SL,5,900922
Badajoz,2019,12,SL,21,25806602
Illes Balears,2019,12,SL,76,69355110
Barcelona,2019,12,SL,367,445283097
Burgos,2019,12,SL,17,3706450
Cáceres,2019,12,SL,8,6106963
Cádiz,2019,12,SL,25,7904727
Castellón / Castelló,2019,12,SL,25,7371588
Ciudad Real,2019,12,SL,9,1846223
Córdoba,2019,12,SL,13,686330
A Coruña,2019,12,SL,40,89054250
Cuenca,2019,12,SL,6,1212815
Girona,2019,12,SL,50,37803018
Granada,2019,12,SL,36,9345151
Guadalajara,2019,12,SL,8,8054991
Gipuzkoa,2019,12,SL,43,10854593
Huelva,2019,12,SL,16,8267143
Huesca,2019,12,SL,14,16072770
Jaén,2019,12,SL,15,9630593
León,2019,12,SL,11,1532579
Lleida,2019,12,SL,18,3102107
La Rioja,2019,12,SL,9,3243945
Lugo,2019,12,SL,10,1127548
Madrid,2019,12,SL,565,852862602
Málaga,2019,12,SL,87,21989199
Murcia,2019,12,SL,81,40619708
Navarra,2019,12,SL,21,7426242
Ourense,2019,12,SL,13,7508168
Asturias,2019,12,SL,19,4285913
Palencia,2019,12,SL,7,1617154
Las Palmas,2019,12,SL,35,11312649
Pontevedra,2019,12,SL,36,3633657
Salamanca,2019,12,SL,8,816168
Santa Cruz de Tenerife,2019,12,SL,35,7453232
Cantabria,2019,12,SL,8,937090
Segovia,2019,12,SL,4,8787200
Sevilla,2019,12,SL,83,46435972
Soria,2019,12,SL,2,66003
Tarragona,2019,12,SL,27,6048383
Teruel,2019,12,SL,3,523319
Toledo,2019,12,SL,14,2057530
Valencia / València,2019,12,SL,124,94726712
Valladolid,2019,12,SL,30,16455842
Bizkaia,2019,12,SL,60,399655234
Zamora,2019,12,SL,3,630916
Zaragoza,2019,12,SL,42,28958463
Ceuta,2019,12,SL,0,0
Melilla,2019,12,SL,0,0
Araba / Álava,2019,12,Otras,0,0
Albacete,2019,12,Otras,0,0
Alicante / Alacant,2019,12,Otras,0,0
Almería,2019,12,Otras,0,0
Ávila,2019,12,Otras,0,0
Badajoz,2019,12,Otras,0,0
Illes Balears,2019,12,Otras,0,0
Barcelona,2019,12,Otras,4,246430
Burgos,2019,12,Otras,0,0
Cáceres,2019,12,Otras,0,0
Cádiz,2019,12,Otras,0,0
Castellón / Castelló,2019,12,Otras,0,0
Ciudad Real,2019,12,Otras,0,0
Córdoba,2019,12,Otras,0,0
A Coruña,2019,12,Otras,0,0
Cuenca,2019,12,Otras,0,0
Girona,2019,12,Otras,0,0
Granada,2019,12,Otras,0,0
Guadalajara,2019,12,Otras,0,0
Gipuzkoa,2019,12,Otras,0,0
Huelva,2019,12,Otras,0,0
Huesca,2019,12,Otras,0,0
Jaén,2019,12,Otras,0,0
León,2019,12,Otras,0,0
Lleida,2019,12,Otras,0,0
La Rioja,2019,12,Otras,0,0
Lugo,2019,12,Otras,0,0
Madrid,2019,12,Otras,16,13859540
Málaga,2019,12,Otras,1,1600
Murcia,2019,12,Otras,0,0
Navarra,2019,12,Otras,4,2369607
Ourense,2019,12,Otras,0,0
Asturias,2019,12,Otras,0,0
Palencia,2019,12,Otras,0,0
Las Palmas,2019,12,Otras,1,5
Pontevedra,2019,12,Otras,0,0
Salamanca,2019,12,Otras,0,0
Santa Cruz de Tenerife,2019,12,Otras,0,0
Cantabria,2019,12,Otras,0,0
Segovia,2019,12,Otras,0,0
Sevilla,2019,12,Otras,1,1000
Soria,2019,12,Otras,0,0
Tarragona,2019,12,Otras,0,0
Teruel,2019,12,Otras,0,0
Toledo,2019,12,Otras,0,0
Valencia / València,2019,12,Otras,1,49900
Valladolid,2019,12,Otras,0,0
Bizkaia,2019,12,Otras,1,300300
Zamora,2019,12,Otras,0,0
Zaragoza,2019,12,Otras,1,110000
Ceuta,2019,12,Otras,0,0
Melilla,2019,12,Otras,0,0
Araba / Álava,2020,1,SA,3,2199650
Albacete,2020,1,SA,1,450500
Alicante / Alacant,2020,1,SA,3,890627
Almería,2020,1,SA,0,0
Ávila,2020,1,SA,0,0
Badajoz,2020,1,SA,3,2974108
Illes Balears,2020,1,SA,2,1005953
Barcelona,2020,1,SA,33,17836874
Burgos,2020,1,SA,3,1705175
Cáceres,2020,1,SA,0,0
Cádiz,2020,1,SA,2,900065
Castellón / Castelló,2020,1,SA,0,0
Ciudad Real,2020,1,SA,0,0
Córdoba,2020,1,SA,1,354597
A Coruña,2020,1,SA,3,7279180
Cuenca,2020,1,SA,2,500000
Girona,2020,1,SA,2,2257362
Granada,2020,1,SA,1,91000
Guadalajara,2020,1,SA,1,269999
Gipuzkoa,2020,1,SA,13,36620451
Huelva,2020,1,SA,1,15055
Huesca,2020,1,SA,0,0
Jaén,2020,1,SA,0,0
León,2020,1,SA,0,0
Lleida,2020,1,SA,4,1119032
La Rioja,2020,1,SA,0,0
Lugo,2020,1,SA,0,0
Madrid,2020,1,SA,72,446766495
Málaga,2020,1,SA,2,1600096
Murcia,2020,1,SA,1,44955
Navarra,2020,1,SA,9,4126466
Ourense,2020,1,SA,1,45000
Asturias,2020,1,SA,2,63800
Palencia,2020,1,SA,0,0
Las Palmas,2020,1,SA,2,1644937
Pontevedra,2020,1,SA,1,6500700
Salamanca,2020,1,SA,1,799991
Santa Cruz de Tenerife,2020,1,SA,5,3011315
Cantabria,2020,1,SA,5,7316294
Segovia,2020,1,SA,0,0
Sevilla,2020,1,SA,3,2748943
Soria,2020,1,SA,0,0
Tarragona,2020,1,SA,5,2256252
Teruel,2020,1,SA,1,499988
Toledo,2020,1,SA,1,70000
Valencia / València,2020,1,SA,3,604103
Valladolid,2020,1,SA,3,565485
Bizkaia,2020,1,SA,6,8746082
Zamora,2020,1,SA,0,0
Zaragoza,2020,1,SA,2,11490000
Ceuta,2020,1,SA,1,9692
Melilla,2020,1,SA,0,0
Araba / Álava,2020,1,SL,21,2331599
Albacete,2020,1,SL,33,7762119
Alicante / Alacant,2020,1,SL,154,47808616
Almería,2020,1,SL,32,8565482
Ávila,2020,1,SL,2,104568
Badajoz,2020,1,SL,35,6344214
Illes Balears,2020,1,SL,102,71287752
Barcelona,2020,1,SL,547,380966617
Burgos,2020,1,SL,16,4002272
Cáceres,2020,1,SL,13,3332107
Cádiz,2020,1,SL,32,16426203
Castellón / Castelló,2020,1,SL,55,150632582
Ciudad Real,2020,1,SL,26,12587830
Córdoba,2020,1,SL,37,10617659
A Coruña,2020,1,SL,39,12576860
Cuenca,2020,1,SL,8,822684
Girona,2020,1,SL,77,48245675
Granada,2020,1,SL,54,26307528
Guadalajara,2020,1,SL,10,1438880
Gipuzkoa,2020,1,SL,60,37986428
Huelva,2020,1,SL,14,986896
Huesca,2020,1,SL,23,16478644
Jaén,2020,1,SL,20,4615449
León,2020,1,SL,11,1555170
Lleida,2020,1,SL,36,36681020
La Rioja,2020,1,SL,12,5762486
Lugo,2020,1,SL,10,12097091
Madrid,2020,1,SL,861,1040981344
Málaga,2020,1,SL,94,111953267
Murcia,2020,1,SL,97,24053501
Navarra,2020,1,SL,29,11243383
Ourense,2020,1,SL,14,5226523
Asturias,2020,1,SL,49,21639355
Palencia,2020,1,SL,4,1546905
Las Palmas,2020,1,SL,49,15767674
Pontevedra,2020,1,SL,50,16686661
Salamanca,2020,1,SL,11,3872773
Santa Cruz de Tenerife,2020,1,SL,54,42320489
Cantabria,2020,1,SL,18,20953612
Segovia,2020,1,SL,10,7225258
Sevilla,2020,1,SL,108,48667328
Soria,2020,1,SL,0,0
Tarragona,2020,1,SL,43,16086334
Teruel,2020,1,SL,9,1053489
Toledo,2020,1,SL,23,7596946
Valencia / València,2020,1,SL,177,163130633
Valladolid,2020,1,SL,38,7668651
Bizkaia,2020,1,SL,60,17667490
Zamora,2020,1,SL,6,8670350
Zaragoza,2020,1,SL,73,67974269
Ceuta,2020,1,SL,2,40004
Melilla,2020,1,SL,2,664716
Araba / Álava,2020,1,Otras,0,0
Albacete,2020,1,Otras,0,0
Alicante / Alacant,2020,1,Otras,0,0
Almería,2020,1,Otras,0,0
Ávila,2020,1,Otras,0,0
Badajoz,2020,1,Otras,0,0
Illes Balears,2020,1,Otras,0,0
Barcelona,2020,1,Otras,9,1892662
Burgos,2020,1,Otras,0,0
Cáceres,2020,1,Otras,0,0
Cádiz,2020,1,Otras,0,0
Castellón / Castelló,2020,1,Otras,1,30
Ciudad Real,2020,1,Otras,0,0
Córdoba,2020,1,Otras,0,0
A Coruña,2020,1,Otras,0,0
Cuenca,2020,1,Otras,0,0
Girona,2020,1,Otras,0,0
Granada,2020,1,Otras,0,0
Guadalajara,2020,1,Otras,0,0
Gipuzkoa,2020,1,Otras,0,0
Huelva,2020,1,Otras,0,0
Huesca,2020,1,Otras,0,0
Jaén,2020,1,Otras,0,0
León,2020,1,Otras,0,0
Lleida,2020,1,Otras,0,0
La Rioja,2020,1,Otras,0,0
Lugo,2020,1,Otras,0,0
Madrid,2020,1,Otras,19,13276956
Málaga,2020,1,Otras,0,0
Murcia,2020,1,Otras,0,0
Navarra,2020,1,Otras,5,4168039
Ourense,2020,1,Otras,0,0
Asturias,2020,1,Otras,0,0
Palencia,2020,1,Otras,0,0
Las Palmas,2020,1,Otras,0,0
Pontevedra,2020,1,Otras,1,14400
Salamanca,2020,1,Otras,0,0
Santa Cruz de Tenerife,2020,1,Otras,21,13461683
Cantabria,2020,1,Otras,0,0
Segovia,2020,1,Otras,1,282000
Sevilla,2020,1,Otras,0,0
Soria,2020,1,Otras,0,0
Tarragona,2020,1,Otras,0,0
Teruel,2020,1,Otras,0,0
Toledo,2020,1,Otras,0,0
Valencia / València,2020,1,Otras,0,0
Valladolid,2020,1,Otras,0,0
Bizkaia,2020,1,Otras,0,0
Zamora,2020,1,Otras,0,0
Zaragoza,2020,1,Otras,0,0
Ceuta,2020,1,Otras,0,0
Melilla,2020,1,Otras,0,0
Araba / Álava,2020,2,SA,1,2962526
Albacete,2020,2,SA,1,15333
Alicante / Alacant,2020,2,SA,4,3063438
Almería,2020,2,SA,0,0
Ávila,2020,2,SA,0,0
Badajoz,2020,2,SA,1,122400
Illes Balears,2020,2,SA,9,14147574
Barcelona,2020,2,SA,24,48645735
Burgos,2020,2,SA,0,0
Cáceres,2020,2,SA,0,0
Cádiz,2020,2,SA,2,76228
Castellón / Castelló,2020,2,SA,2,60308
Ciudad Real,2020,2,SA,0,0
Córdoba,2020,2,SA,0,0
A Coruña,2020,2,SA,2,100000
Cuenca,2020,2,SA,0,0
Girona,2020,2,SA,5,825371
Granada,2020,2,SA,0,0
Guadalajara,2020,2,SA,2,1560000
Gipuzkoa,2020,2,SA,4,682861
Huelva,2020,2,SA,1,638215
Huesca,2020,2,SA,1,2432717
Jaén,2020,2,SA,1,15025
León,2020,2,SA,1,200000
Lleida,2020,2,SA,2,1066664
La Rioja,2020,2,SA,0,0
Lugo,2020,2,SA,1,68514
Madrid,2020,2,SA,73,283769858
Málaga,2020,2,SA,1,41890
Murcia,2020,2,SA,1,239600
Navarra,2020,2,SA,2,1012497
Ourense,2020,2,SA,0,0
Asturias,2020,2,SA,2,490497
Palencia,2020,2,SA,0,0
Las Palmas,2020,2,SA,1,8940000
Pontevedra,2020,2,SA,3,8724567
Salamanca,2020,2,SA,0,0
Santa Cruz de Tenerife,2020,2,SA,0,0
Cantabria,2020,2,SA,2,2700017
Segovia,2020,2,SA,0,0
Sevilla,2020,2,SA,2,4000000
Soria,2020,2,SA,0,0
Tarragona,2020,2,SA,3,1120194
Teruel,2020,2,SA,0,0
Toledo,2020,2,SA,2,597853
Valencia / València,2020,2,SA,7,2275080
Valladolid,2020,2,SA,0,0
Bizkaia,2020,2,SA,7,81324518
Zamora,2020,2,SA,1,6748
Zaragoza,2020,2,SA,2,3171642
Ceuta,2020,2,SA,0,0
Melilla,2020,2,SA,0,0
Araba / Álava,2020,2,SL,11,5040777
Albacete,2020,2,SL,24,17744565
Alicante / Alacant,2020,2,SL,78,43071672
Almería,2020,2,SL,30,10118339
Ávila,2020,2,SL,4,746340
Badajoz,2020,2,SL,18,18278565
Illes Balears,2020,2,SL,122,143876683
Barcelona,2020,2,SL,531,340308125
Burgos,2020,2,SL,12,6150313
Cáceres,2020,2,SL,23,5717400
Cádiz,2020,2,SL,35,7677362
Castellón / Castelló,2020,2,SL,63,42406135
Ciudad Real,2020,2,SL,22,5441268
Córdoba,2020,2,SL,40,13690311
A Coruña,2020,2,SL,65,12949212
Cuenca,2020,2,SL,5,327145
Girona,2020,2,SL,33,7307435
Granada,2020,2,SL,33,8195117
Guadalajara,2020,2,SL,4,966366
Gipuzkoa,2020,2,SL,48,12497083
Huelva,2020,2,SL,12,1346983
Huesca,2020,2,SL,15,4684193
Jaén,2020,2,SL,20,11301437
León,2020,2,SL,12,11504442
Lleida,2020,2,SL,33,14581159
La Rioja,2020,2,SL,12,2788609
Lugo,2020,2,SL,11,3592961
Madrid,2020,2,SL,733,830422082
Málaga,2020,2,SL,99,47399516
Murcia,2020,2,SL,66,26904428
Navarra,2020,2,SL,36,12724051
Ourense,2020,2,SL,11,1059540
Asturias,2020,2,SL,41,22898945
Palencia,2020,2,SL,2,69211
Las Palmas,2020,2,SL,66,15565120
Pontevedra,2020,2,SL,40,26268704
Salamanca,2020,2,SL,9,1149169
Santa Cruz de Tenerife,2020,2,SL,25,7691038
Cantabria,2020,2,SL,12,3250418
Segovia,2020,2,SL,11,739763
Sevilla,2020,2,SL,87,82006140
Soria,2020,2,SL,7,583250
Tarragona,2020,2,SL,34,8573217
Teruel,2020,2,SL,6,788971
Toledo,2020,2,SL,18,2874463
Valencia / València,2020,2,SL,137,53083174
Valladolid,2020,2,SL,25,13914759
Bizkaia,2020,2,SL,51,7404240
Zamora,2020,2,SL,7,3656965
Zaragoza,2020,2,SL,65,20738461
Ceuta,2020,2,SL,1,9000
Melilla,2020,2,SL,1,982560
Araba / Álava,2020,2,Otras,0,0
Albacete,2020,2,Otras,0,0
Alicante / Alacant,2020,2,Otras,0,0
Almería,2020,2,Otras,0,0
Ávila,2020,2,Otras,0,0
Badajoz,2020,2,Otras,0,0
Illes Balears,2020,2,Otras,0,0
Barcelona,2020,2,Otras,9,50479550
Burgos,2020,2,Otras,0,0
Cáceres,2020,2,Otras,0,0
Cádiz,2020,2,Otras,0,0
Castellón / Castelló,2020,2,Otras,1,19900
Ciudad Real,2020,2,Otras,0,0
Córdoba,2020,2,Otras,0,0
A Coruña,2020,2,Otras,1,934533
Cuenca,2020,2,Otras,0,0
Girona,2020,2,Otras,0,0
Granada,2020,2,Otras,0,0
Guadalajara,2020,2,Otras,0,0
Gipuzkoa,2020,2,Otras,4,1625000
Huelva,2020,2,Otras,0,0
Huesca,2020,2,Otras,0,0
Jaén,2020,2,Otras,0,0
León,2020,2,Otras,0,0
Lleida,2020,2,Otras,0,0
La Rioja,2020,2,Otras,0,0
Lugo,2020,2,Otras,0,0
Madrid,2020,2,Otras,11,8596411
Málaga,2020,2,Otras,0,0
Murcia,2020,2,Otras,0,0
Navarra,2020,2,Otras,1,634229
Ourense,2020,2,Otras,0,0
Asturias,2020,2,Otras,0,0
Palencia,2020,2,Otras,0,0
Las Palmas,2020,2,Otras,2,705668
Pontevedra,2020,2,Otras,0,0
Salamanca,2020,2,Otras,0,0
Santa Cruz de Tenerife,2020,2,Otras,2,299000
Cantabria,2020,2,Otras,2,2002
Segovia,2020,2,Otras,0,0
Sevilla,2020,2,Otras,0,0
Soria,2020,2,Otras,0,0
Tarragona,2020,2,Otras,0,0
Teruel,2020,2,Otras,0,0
Toledo,2020,2,Otras,0,0
Valencia / València,2020,2,Otras,1,1990
Valladolid,2020,2,Otras,0,0
Bizkaia,2020,2,Otras,0,0
Zamora,2020,2,Otras,0,0
Zaragoza,2020,2,Otras,0,0
Ceuta,2020,2,Otras,0,0
Melilla,2020,2,Otras,0,0
Araba / Álava,2020,3,SA,3,10670038
Albacete,2020,3,SA,0,0
Alicante / Alacant,2020,3,SA,0,0
Almería,2020,3,SA,1,200000
Ávila,2020,3,SA,0,0
Badajoz,2020,3,SA,2,201753
Illes Balears,2020,3,SA,2,6120223
Barcelona,2020,3,SA,23,24719157
Burgos,2020,3,SA,0,0
Cáceres,2020,3,SA,0,0
Cádiz,2020,3,SA,2,140107
Castellón / Castelló,2020,3,SA,1,419500
Ciudad Real,2020,3,SA,0,0
Córdoba,2020,3,SA,0,0
A Coruña,2020,3,SA,3,438709
Cuenca,2020,3,SA,0,0
Girona,2020,3,SA,1,2399973
Granada,2020,3,SA,0,0
Guadalajara,2020,3,SA,0,0
Gipuzkoa,2020,3,SA,3,2060120
Huelva,2020,3,SA,1,1676
Huesca,2020,3,SA,1,450750
Jaén,2020,3,SA,0,0
León,2020,3,SA,0,0
Lleida,2020,3,SA,0,0
La Rioja,2020,3,SA,0,0
Lugo,2020,3,SA,0,0
Madrid,2020,3,SA,49,352090345
Málaga,2020,3,SA,1,1500000
Murcia,2020,3,SA,0,0
Navarra,2020,3,SA,0,0
Ourense,2020,3,SA,0,0
Asturias,2020,3,SA,0,0
Palencia,2020,3,SA,0,0
Las Palmas,2020,3,SA,0,0
Pontevedra,2020,3,SA,2,579177
Salamanca,2020,3,SA,0,0
Santa Cruz de Tenerife,2020,3,SA,1,5810
Cantabria,2020,3,SA,2,10000001
Segovia,2020,3,SA,0,0
Sevilla,2020,3,SA,2,3500000
Soria,2020,3,SA,1,2
Tarragona,2020,3,SA,1,1000064
Teruel,2020,3,SA,0,0
Toledo,2020,3,SA,0,0
Valencia / València,2020,3,SA,1,10990
Valladolid,2020,3,SA,1,120202
Bizkaia,2020,3,SA,5,10768289
Zamora,2020,3,SA,0,0
Zaragoza,2020,3,SA,2,483443
Ceuta,2020,3,SA,0,0
Melilla,2020,3,SA,0,0
Araba / Álava,2020,3,SL,11,7628219
Albacete,2020,3,SL,8,1068146
Alicante / Alacant,2020,3,SL,57,42628895
Almería,2020,3,SL,21,3256070
Ávila,2020,3,SL,4,62060
Badajoz,2020,3,SL,19,3154419
Illes Balears,2020,3,SL,50,46533517
Barcelona,2020,3,SL,362,247809087
Burgos,2020,3,SL,8,1848565
Cáceres,2020,3,SL,12,5195234
Cádiz,2020,3,SL,31,5868385
Castellón / Castelló,2020,3,SL,24,60604781
Ciudad Real,2020,3,SL,13,6819979
Córdoba,2020,3,SL,35,3536924
A Coruña,2020,3,SL,40,50980456
Cuenca,2020,3,SL,2,20164
Girona,2020,3,SL,33,6098465
Granada,2020,3,SL,49,8144017
Guadalajara,2020,3,SL,8,14714728
Gipuzkoa,2020,3,SL,16,2880216
Huelva,2020,3,SL,11,1277995
Huesca,2020,3,SL,8,829186
Jaén,2020,3,SL,15,9012688
León,2020,3,SL,17,6573755
Lleida,2020,3,SL,25,7286847
La Rioja,2020,3,SL,13,3255339
Lugo,2020,3,SL,13,1640009
Madrid,2020,3,SL,532,372503819
Málaga,2020,3,SL,59,27299601
Murcia,2020,3,SL,53,8365063
Navarra,2020,3,SL,13,2581989
Ourense,2020,3,SL,13,1219661
Asturias,2020,3,SL,19,6158444
Palencia,2020,3,SL,1,103950
Las Palmas,2020,3,SL,31,19660420
Pontevedra,2020,3,SL,44,24240080
Salamanca,2020,3,SL,6,602450
Santa Cruz de Tenerife,2020,3,SL,18,12407792
Cantabria,2020,3,SL,9,152161
Segovia,2020,3,SL,1,5000
Sevilla,2020,3,SL,66,12618390
Soria,2020,3,SL,5,12126190
Tarragona,2020,3,SL,20,5320915
Teruel,2020,3,SL,3,3889660
Toledo,2020,3,SL,17,2157155
Valencia / València,2020,3,SL,77,10805508
Valladolid,2020,3,SL,34,9520455
Bizkaia,2020,3,SL,44,32478079
Zamora,2020,3,SL,7,394582
Zaragoza,2020,3,SL,24,6518846
Ceuta,2020,3,SL,2,47631
Melilla,2020,3,SL,1,1362473
Araba / Álava,2020,3,Otras,0,0
Albacete,2020,3,Otras,0,0
Alicante / Alacant,2020,3,Otras,0,0
Almería,2020,3,Otras,0,0
Ávila,2020,3,Otras,0,0
Badajoz,2020,3,Otras,0,0
Illes Balears,2020,3,Otras,0,0
Barcelona,2020,3,Otras,8,102955
Burgos,2020,3,Otras,0,0
Cáceres,2020,3,Otras,0,0
Cádiz,2020,3,Otras,0,0
Castellón / Castelló,2020,3,Otras,0,0
Ciudad Real,2020,3,Otras,0,0
Córdoba,2020,3,Otras,1,100
A Coruña,2020,3,Otras,0,0
Cuenca,2020,3,Otras,0,0
Girona,2020,3,Otras,0,0
Granada,2020,3,Otras,2,200
Guadalajara,2020,3,Otras,0,0
Gipuzkoa,2020,3,Otras,3,2137000
Huelva,2020,3,Otras,0,0
Huesca,2020,3,Otras,0,0
Jaén,2020,3,Otras,0,0
León,2020,3,Otras,0,0
Lleida,2020,3,Otras,0,0
La Rioja,2020,3,Otras,0,0
Lugo,2020,3,Otras,0,0
Madrid,2020,3,Otras,5,25000
Málaga,2020,3,Otras,1,3125
Murcia,2020,3,Otras,1,99000
Navarra,2020,3,Otras,1,2122140
Ourense,2020,3,Otras,0,0
Asturias,2020,3,Otras,0,0
Palencia,2020,3,Otras,0,0
Las Palmas,2020,3,Otras,0,0
Pontevedra,2020,3,Otras,0,0
Salamanca,2020,3,Otras,0,0
Santa Cruz de Tenerife,2020,3,Otras,3,1350515
Cantabria,2020,3,Otras,1,290400
Segovia,2020,3,Otras,0,0
Sevilla,2020,3,Otras,1,100
Soria,2020,3,Otras,0,0
Tarragona,2020,3,Otras,2,300
Teruel,2020,3,Otras,0,0
Toledo,2020,3,Otras,0,0
Valencia / València,2020,3,Otras,1,8500
Valladolid,2020,3,Otras,0,0
Bizkaia,2020,3,Otras,1,113
Zamora,2020,3,Otras,0,0
Zaragoza,2020,3,Otras,0,0
Ceuta,2020,3,Otras,0,0
Melilla,2020,3,Otras,0,0
Araba / Álava,2020,4,SA,3,2637350
Albacete,2020,4,SA,0,0
