province,year,month,form,count,capital_subscribed
Huelva,2013,3,SA,2,1072963
Huesca,2013,3,SA,1,279766
Jaén,2013,3,SA,1,127800
León,2013,3,SA,2,577764
Lleida,2013,3,SA,1,675000
La Rioja,2013,3,SA,1,69416
Lugo,2013,3,SA,0,0
Madrid,2013,3,SA,58,810521910
Málaga,2013,3,SA,5,2902936
Murcia,2013,3,SA,2,12150000
Navarra,2013,3,SA,3,788595
Ourense,2013,3,SA,0,0
Asturias,2013,3,SA,5,7399965
Palencia,2013,3,SA,0,0
Las Palmas,2013,3,SA,5,14802431
Pontevedra,2013,3,SA,1,6
Salamanca,2013,3,SA,0,0
Santa Cruz de Tenerife,2013,3,SA,4,45880
Cantabria,2013,3,SA,3,382829
Segovia,2013,3,SA,5,551237
Sevilla,2013,3,SA,10,350329903
Soria,2013,3,SA,0,0
Tarragona,2013,3,SA,5,319067
Teruel,2013,3,SA,0,0
Toledo,2013,3,SA,4,18105745
Valencia / València,2013,3,SA,6,1490091
Valladolid,2013,3,SA,4,1441412
Bizkaia,2013,3,SA,8,71968473
Zamora,2013,3,SA,0,0
Zaragoza,2013,3,SA,5,645752
Ceuta,2013,3,SA,0,0
Melilla,2013,3,SA,0,0
Araba / Álava,2013,3,SL,11,14136646
Albacete,2013,3,SL,23,3597616
Alicante / Alacant,2013,3,SL,92,35324864
Almería,2013,3,SL,43,13702054
Ávila,2013,3,SL,6,273245
Badajoz,2013,3,SL,20,3859021
Illes Balears,2013,3,SL,92,74259568
Barcelona,2013,3,SL,441,188057546
Burgos,2013,3,SL,21,7616832
Cáceres,2013,3,SL,17,2378648
Cádiz,2013,3,SL,35,7571774
Castellón / Castelló,2013,3,SL,27,8418079
Ciudad Real,2013,3,SL,19,8032627
Córdoba,2013,3,SL,49,7656518
A Coruña,2013,3,SL,43,17227710
Cuenca,2013,3,SL,7,1164919
Girona,2013,3,SL,51,13684606
Granada,2013,3,SL,34,20380319
Guadalajara,2013,3,SL,9,6477033
Gipuzkoa,2013,3,SL,30,14842181
Huelva,2013,3,SL,13,2601352
Huesca,2013,3,SL,23,4741644
Jaén,2013,3,SL,13,2409774
León,2013,3,SL,23,11642200
Lleida,2013,3,SL,54,15392733
La Rioja,2013,3,SL,18,13939554
Lugo,2013,3,SL,18,4902232
Madrid,2013,3,SL,448,305917539
Málaga,2013,3,SL,83,48879619
Murcia,2013,3,SL,95,20399796
Navarra,2013,3,SL,23,6926361
Ourense,2013,3,SL,10,4412259
Asturias,2013,3,SL,53,280530435
Palencia,2013,3,SL,10,1640254
Las Palmas,2013,3,SL,51,43232511
Pontevedra,2013,3,SL,40,14176373
Salamanca,2013,3,SL,17,2068550
Santa Cruz de Tenerife,2013,3,SL,32,10946727
Cantabria,2013,3,SL,22,13631184
Segovia,2013,3,SL,14,1306632
Sevilla,2013,3,SL,93,64593105
Soria,2013,3,SL,13,2526527
Tarragona,2013,3,SL,48,16497895
Teruel,2013,3,SL,9,1370092
Toledo,2013,3,SL,24,8391165
Valencia / València,2013,3,SL,139,61929939
Valladolid,2013,3,SL,20,5589471
Bizkaia,2013,3,SL,59,94984551
Zamora,2013,3,SL,15,2374061
Zaragoza,2013,3,SL,52,14979693
Ceuta,2013,3,SL,2,737972
Melilla,2013,3,SL,1,1624900
Araba / Álava,2013,3,Otras,0,0
Albacete,2013,3,Otras,0,0
Alicante / Alacant,2013,3,Otras,0,0
Almería,2013,3,Otras,0,0
Ávila,2013,3,Otras,0,0
Badajoz,2013,3,Otras,0,0
Illes Balears,2013,3,Otras,0,0
Barcelona,2013,3,Otras,4,505797
Burgos,2013,3,Otras,0,0
Cáceres,2013,3,Otras,0,0
Cádiz,2013,3,Otras,0,0
Castellón / Castelló,2013,3,Otras,0,0
Ciudad Real,2013,3,Otras,0,0
Córdoba,2013,3,Otras,0,0
A Coruña,2013,3,Otras,0,0
Cuenca,2013,3,Otras,0,0
Girona,2013,3,Otras,0,0
Granada,2013,3,Otras,0,0
Guadalajara,2013,3,Otras,0,0
Gipuzkoa,2013,3,Otras,0,0
Huelva,2013,3,Otras,0,0
Huesca,2013,3,Otras,0,0
Jaén,2013,3,Otras,0,0
León,2013,3,Otras,0,0
Lleida,2013,3,Otras,0,0
La Rioja,2013,3,Otras,0,0
Lugo,2013,3,Otras,0,0
Madrid,2013,3,Otras,0,0
Málaga,2013,3,Otras,0,0
Murcia,2013,3,Otras,0,0
Navarra,2013,3,Otras,0,0
Ourense,2013,3,Otras,0,0
Asturias,2013,3,Otras,0,0
Palencia,2013,3,Otras,0,0
Las Palmas,2013,3,Otras,0,0
Pontevedra,2013,3,Otras,0,0
Salamanca,2013,3,Otras,0,0
Santa Cruz de Tenerife,2013,3,Otras,0,0
Cantabria,2013,3,Otras,0,0
Segovia,2013,3,Otras,0,0
Sevilla,2013,3,Otras,0,0
Soria,2013,3,Otras,0,0
Tarragona,2013,3,Otras,0,0
Teruel,2013,3,Otras,0,0
Toledo,2013,3,Otras,0,0
Valencia / València,2013,3,Otras,0,0
Valladolid,2013,3,Otras,0,0
Bizkaia,2013,3,Otras,0,0
Zamora,2013,3,Otras,0,0
Zaragoza,2013,3,Otras,0,0
Ceuta,2013,3,Otras,0,0
Melilla,2013,3,Otras,0,0
Araba / Álava,2013,4,SA,3,100183845
Albacete,2013,4,SA,1,55000
Alicante / Alacant,2013,4,SA,0,0
Almería,2013,4,SA,1,135000
Ávila,2013,4,SA,2,165002
Badajoz,2013,4,SA,0,0
Illes Balears,2013,4,SA,6,13459917
Barcelona,2013,4,SA,43,193660676
Burgos,2013,4,SA,1,650000
Cáceres,2013,4,SA,0,0
Cádiz,2013,4,SA,3,318189
Castellón / Castelló,2013,4,SA,1,120000
Ciudad Real,2013,4,SA,4,288244
Córdoba,2013,4,SA,3,1000909
A Coruña,2013,4,SA,5,81001860
Cuenca,2013,4,SA,2,162455
Girona,2013,4,SA,7,30878813
Granada,2013,4,SA,1,5518
Guadalajara,2013,4,SA,2,4132700
Gipuzkoa,2013,4,SA,5,2144020
Huelva,2013,4,SA,3,878319
Huesca,2013,4,SA,0,0
Jaén,2013,4,SA,0,0
León,2013,4,SA,2,1362250
Lleida,2013,4,SA,2,194294
La Rioja,2013,4,SA,0,0
Lugo,2013,4,SA,4,450187
Madrid,2013,4,SA,82,562237656
Málaga,2013,4,SA,4,5059468
Murcia,2013,4,SA,4,2031021
Navarra,2013,4,SA,6,35572016
Ourense,2013,4,SA,1,1478030
Asturias,2013,4,SA,7,779758
Palencia,2013,4,SA,0,0
Las Palmas,2013,4,SA,6,13383315
Pontevedra,2013,4,SA,1,210000
Salamanca,2013,4,SA,0,0
Santa Cruz de Tenerife,2013,4,SA,3,2315384
Cantabria,2013,4,SA,4,666980
Segovia,2013,4,SA,0,0
Sevilla,2013,4,SA,8,160831427
Soria,2013,4,SA,0,0
Tarragona,2013,4,SA,2,218934
Teruel,2013,4,SA,2,200056
Toledo,2013,4,SA,0,0
Valencia / València,2013,4,SA,10,254886935
Valladolid,2013,4,SA,0,0
Bizkaia,2013,4,SA,4,42258272
Zamora,2013,4,SA,0,0
Zaragoza,2013,4,SA,9,3929465
Ceuta,2013,4,SA,0,0
Melilla,2013,4,SA,0,0
Araba / Álava,2013,4,SL,30,8656870
Albacete,2013,4,SL,17,2771788
Alicante / Alacant,2013,4,SL,96,28972257
Almería,2013,4,SL,40,5422520
Ávila,2013,4,SL,1,5000
Badajoz,2013,4,SL,26,5747014
Illes Balears,2013,4,SL,86,44143775
Barcelona,2013,4,SL,397,227313803
Burgos,2013,4,SL,20,7951801
Cáceres,2013,4,SL,11,1624092
Cádiz,2013,4,SL,58,26669954
Castellón / Castelló,2013,4,SL,35,9328457
Ciudad Real,2013,4,SL,21,6944551
Córdoba,2013,4,SL,53,9484517
A Coruña,2013,4,SL,50,6922659
Cuenca,2013,4,SL,9,784105
Girona,2013,4,SL,63,20930437
Granada,2013,4,SL,43,6552349
Guadalajara,2013,4,SL,6,375322
Gipuzkoa,2013,4,SL,17,8247424
Huelva,2013,4,SL,27,6143878
Huesca,2013,4,SL,17,3464643
Jaén,2013,4,SL,22,7068431
León,2013,4,SL,16,1671203
Lleida,2013,4,SL,38,10431355
La Rioja,2013,4,SL,21,2726012
Lugo,2013,4,SL,13,832217
Madrid,2013,4,SL,613,888832114
Málaga,2013,4,SL,117,86518747
Murcia,2013,4,SL,86,24041025
Navarra,2013,4,SL,37,18217831
Ourense,2013,4,SL,9,2458202
Asturias,2013,4,SL,41,8421029
Palencia,2013,4,SL,2,7865128
Las Palmas,2013,4,SL,50,44818160
Pontevedra,2013,4,SL,51,10052795
Salamanca,2013,4,SL,14,1563316
Santa Cruz de Tenerife,2013,4,SL,29,8808109
Cantabria,2013,4,SL,16,1379325
Segovia,2013,4,SL,2,549230
Sevilla,2013,4,SL,91,24242738
Soria,2013,4,SL,3,1039650
Tarragona,2013,4,SL,44,17135136
Teruel,2013,4,SL,5,3848514
Toledo,2013,4,SL,33,11210380
Valencia / València,2013,4,SL,104,38319294
Valladolid,2013,4,SL,23,10200246
Bizkaia,2013,4,SL,50,244021331
Zamora,2013,4,SL,6,717590
Zaragoza,2013,4,SL,64,19160130
Ceuta,2013,4,SL,3,6460
Melilla,2013,4,SL,1,94700
Araba / Álava,2013,4,Otras,0,0
Albacete,2013,4,Otras,0,0
Alicante / Alacant,2013,4,Otras,0,0
Almería,2013,4,Otras,1,100
Ávila,2013,4,Otras,0,0
Badajoz,2013,4,Otras,0,0
Illes Balears,2013,4,Otras,0,0
Barcelona,2013,4,Otras,7,488468
Burgos,2013,4,Otras,0,0
Cáceres,2013,4,Otras,0,0
Cádiz,2013,4,Otras,0,0
Castellón / Castelló,2013,4,Otras,0,0
Ciudad Real,2013,4,Otras,0,0
Córdoba,2013,4,Otras,0,0
A Coruña,2013,4,Otras,0,0
Cuenca,2013,4,Otras,0,0
Girona,2013,4,Otras,0,0
Granada,2013,4,Otras,0,0
Guadalajara,2013,4,Otras,0,0
Gipuzkoa,2013,4,Otras,1,22000000
Huelva,2013,4,Otras,0,0
Huesca,2013,4,Otras,0,0
Jaén,2013,4,Otras,0,0
León,2013,4,Otras,0,0
Lleida,2013,4,Otras,0,0
La Rioja,2013,4,Otras,0,0
Lugo,2013,4,Otras,0,0
Madrid,2013,4,Otras,1,12962
Málaga,2013,4,Otras,0,0
Murcia,2013,4,Otras,0,0
Navarra,2013,4,Otras,0,0
Ourense,2013,4,Otras,0,0
Asturias,2013,4,Otras,0,0
Palencia,2013,4,Otras,0,0
Las Palmas,2013,4,Otras,0,0
Pontevedra,2013,4,Otras,0,0
Salamanca,2013,4,Otras,1,2404
Santa Cruz de Tenerife,2013,4,Otras,0,0
Cantabria,2013,4,Otras,0,0
Segovia,2013,4,Otras,0,0
Sevilla,2013,4,Otras,0,0
Soria,2013,4,Otras,0,0
Tarragona,2013,4,Otras,0,0
Teruel,2013,4,Otras,0,0
Toledo,2013,4,Otras,0,0
Valencia / València,2013,4,Otras,0,0
Valladolid,2013,4,Otras,0,0
Bizkaia,2013,4,Otras,0,0
Zamora,2013,4,Otras,0,0
Zaragoza,2013,4,Otras,0,0
Ceuta,2013,4,Otras,0,0
Melilla,2013,4,Otras,0,0
Araba / Álava,2013,5,SA,4,6409623
Albacete,2013,5,SA,0,0
Alicante / Alacant,2013,5,SA,13,3674664
Almería,2013,5,SA,0,0
Ávila,2013,5,SA,0,0
Badajoz,2013,5,SA,5,514963
Illes Balears,2013,5,SA,6,17536059
Barcelona,2013,5,SA,28,18658887
Burgos,2013,5,SA,3,209878
Cáceres,2013,5,SA,0,0
Cádiz,2013,5,SA,0,0
Castellón / Castelló,2013,5,SA,4,14441360
Ciudad Real,2013,5,SA,1,361300
Córdoba,2013,5,SA,3,192990
A Coruña,2013,5,SA,2,9367512
Cuenca,2013,5,SA,1,740913
Girona,2013,5,SA,6,3099736
Granada,2013,5,SA,2,300136
Guadalajara,2013,5,SA,0,0
Gipuzkoa,2013,5,SA,3,473570
Huelva,2013,5,SA,1,1163079
Huesca,2013,5,SA,1,341285
Jaén,2013,5,SA,3,2071091
León,2013,5,SA,2,241470
Lleida,2013,5,SA,2,19887
La Rioja,2013,5,SA,0,0
Lugo,2013,5,SA,1,249806
Madrid,2013,5,SA,72,77096947
Málaga,2013,5,SA,6,13542969
Murcia,2013,5,SA,5,2248406
Navarra,2013,5,SA,2,224196
Ourense,2013,5,SA,0,0
Asturias,2013,5,SA,4,2307082
Palencia,2013,5,SA,0,0
Las Palmas,2013,5,SA,4,2115098
Pontevedra,2013,5,SA,4,3876423
Salamanca,2013,5,SA,2,1089625
Santa Cruz de Tenerife,2013,5,SA,1,7633
Cantabria,2013,5,SA,3,135587832
Segovia,2013,5,SA,0,0
Sevilla,2013,5,SA,4,949609
Soria,2013,5,SA,0,0
Tarragona,2013,5,SA,9,3391412
Teruel,2013,5,SA,0,0
Toledo,2013,5,SA,1,1372800
Valencia / València,2013,5,SA,13,11874112881
Valladolid,2013,5,SA,5,13992328
Bizkaia,2013,5,SA,6,6104841
Zamora,2013,5,SA,0,0
Zaragoza,2013,5,SA,6,2178400
Ceuta,2013,5,SA,0,0
Melilla,2013,5,SA,0,0
Araba / Álava,2013,5,SL,25,6650824
Albacete,2013,5,SL,17,6720424
Alicante / Alacant,2013,5,SL,95,26558723
Almería,2013,5,SL,58,13060204
Ávila,2013,5,SL,4,175152
Badajoz,2013,5,SL,22,3986359
Illes Balears,2013,5,SL,92,49635056
Barcelona,2013,5,SL,357,150997836
Burgos,2013,5,SL,11,3258405
Cáceres,2013,5,SL,14,5468114
Cádiz,2013,5,SL,47,15142226
Castellón / Castelló,2013,5,SL,38,9124753
Ciudad Real,2013,5,SL,20,1440761
Córdoba,2013,5,SL,51,81370636
A Coruña,2013,5,SL,48,16934665
Cuenca,2013,5,SL,17,1146273
Girona,2013,5,SL,60,11469086
Granada,2013,5,SL,39,5801525
Guadalajara,2013,5,SL,13,1425290
Gipuzkoa,2013,5,SL,25,3330251
Huelva,2013,5,SL,14,1603848
Huesca,2013,5,SL,8,856670
Jaén,2013,5,SL,23,6463522
León,2013,5,SL,27,3226776
Lleida,2013,5,SL,45,14936528
La Rioja,2013,5,SL,17,11231570
Lugo,2013,5,SL,18,3252880
Madrid,2013,5,SL,515,430332787
Málaga,2013,5,SL,93,29505137
Murcia,2013,5,SL,68,61992709
Navarra,2013,5,SL,28,10841301
Ourense,2013,5,SL,18,2673198
Asturias,2013,5,SL,32,4055548
Palencia,2013,5,SL,5,780145
Las Palmas,2013,5,SL,41,352676285
Pontevedra,2013,5,SL,54,5513191
Salamanca,2013,5,SL,9,1079150
Santa Cruz de Tenerife,2013,5,SL,26,8841724
Cantabria,2013,5,SL,10,2857000
Segovia,2013,5,SL,4,723794
Sevilla,2013,5,SL,115,74790513
Soria,2013,5,SL,5,552180
Tarragona,2013,5,SL,43,6124056
Teruel,2013,5,SL,8,1281411
Toledo,2013,5,SL,23,3320576
Valencia / València,2013,5,SL,133,33011148
Valladolid,2013,5,SL,40,6834535
Bizkaia,2013,5,SL,50,57465490
Zamora,2013,5,SL,5,390133
Zaragoza,2013,5,SL,63,19568669
Ceuta,2013,5,SL,2,1862000
Melilla,2013,5,SL,1,200000
Araba / Álava,2013,5,Otras,0,0
Albacete,2013,5,Otras,0,0
Alicante / Alacant,2013,5,Otras,1,14424
Almería,2013,5,Otras,0,0
Ávila,2013,5,Otras,0,0
Badajoz,2013,5,Otras,0,0
Illes Balears,2013,5,Otras,0,0
Barcelona,2013,5,Otras,10,430883
Burgos,2013,5,Otras,0,0
Cáceres,2013,5,Otras,0,0
Cádiz,2013,5,Otras,0,0
Castellón / Castelló,2013,5,Otras,0,0
Ciudad Real,2013,5,Otras,0,0
Córdoba,2013,5,Otras,0,0
A Coruña,2013,5,Otras,0,0
Cuenca,2013,5,Otras,0,0
Girona,2013,5,Otras,0,0
Granada,2013,5,Otras,0,0
Guadalajara,2013,5,Otras,0,0
Gipuzkoa,2013,5,Otras,0,0
Huelva,2013,5,Otras,0,0
Huesca,2013,5,Otras,0,0
Jaén,2013,5,Otras,0,0
León,2013,5,Otras,0,0
Lleida,2013,5,Otras,0,0
La Rioja,2013,5,Otras,0,0
Lugo,2013,5,Otras,1,11
Madrid,2013,5,Otras,0,0
Málaga,2013,5,Otras,0,0
Murcia,2013,5,Otras,0,0
Navarra,2013,5,Otras,1,1000000
Ourense,2013,5,Otras,0,0
Asturias,2013,5,Otras,0,0
Palencia,2013,5,Otras,0,0
Las Palmas,2013,5,Otras,1,67537182
Pontevedra,2013,5,Otras,0,0
Salamanca,2013,5,Otras,0,0
Santa Cruz de Tenerife,2013,5,Otras,0,0
Cantabria,2013,5,Otras,0,0
Segovia,2013,5,Otras,0,0
Sevilla,2013,5,Otras,0,0
Soria,2013,5,Otras,0,0
Tarragona,2013,5,Otras,0,0
Teruel,2013,5,Otras,0,0
Toledo,2013,5,Otras,0,0
Valencia / València,2013,5,Otras,1,969284
Valladolid,2013,5,Otras,0,0
Bizkaia,2013,5,Otras,0,0
Zamora,2013,5,Otras,0,0
Zaragoza,2013,5,Otras,0,0
Ceuta,2013,5,Otras,0,0
Melilla,2013,5,Otras,0,0
Araba / Álava,2013,6,SA,1,90000000
Albacete,2013,6,SA,2,246416
Alicante / Alacant,2013,6,SA,5,2701176
Almería,2013,6,SA,2,875000
Ávila,2013,6,SA,0,0
Badajoz,2013,6,SA,2,416288
Illes Balears,2013,6,SA,5,2556781
Barcelona,2013,6,SA,42,135739000
Burgos,2013,6,SA,2,2616574
Cáceres,2013,6,SA,1,1540000
Cádiz,2013,6,SA,2,2402873
Castellón / Castelló,2013,6,SA,2,2440001
Ciudad Real,2013,6,SA,1,9
Córdoba,2013,6,SA,2,289345
A Coruña,2013,6,SA,2,378036
Cuenca,2013,6,SA,1,100000
Girona,2013,6,SA,1,30000
Granada,2013,6,SA,2,2657034
Guadalajara,2013,6,SA,0,0
Gipuzkoa,2013,6,SA,3,510200
Huelva,2013,6,SA,2,202078
Huesca,2013,6,SA,1,8700
Jaén,2013,6,SA,0,0
León,2013,6,SA,2,438804
Lleida,2013,6,SA,5,1664593
La Rioja,2013,6,SA,0,0
Lugo,2013,6,SA,2,69362
Madrid,2013,6,SA,62,3181255528
Málaga,2013,6,SA,4,261659
Murcia,2013,6,SA,1,601012
Navarra,2013,6,SA,3,3796009
Ourense,2013,6,SA,0,0
Asturias,2013,6,SA,4,182572
Palencia,2013,6,SA,1,4988
Las Palmas,2013,6,SA,3,160703
Pontevedra,2013,6,SA,3,1058000
Salamanca,2013,6,SA,0,0
Santa Cruz de Tenerife,2013,6,SA,1,299995
Cantabria,2013,6,SA,4,4031317
Segovia,2013,6,SA,0,0
Sevilla,2013,6,SA,7,6322377
Soria,2013,6,SA,1,103800
Tarragona,2013,6,SA,2,39831
Teruel,2013,6,SA,0,0
Toledo,2013,6,SA,4,2066297
Valencia / València,2013,6,SA,8,64947294
Valladolid,2013,6,SA,0,0
Bizkaia,2013,6,SA,12,2312343825
Zamora,2013,6,SA,1,188000
Zaragoza,2013,6,SA,3,3456299
Ceuta,2013,6,SA,0,0
Melilla,2013,6,SA,0,0
Araba / Álava,2013,6,SL,12,7849955
Albacete,2013,6,SL,16,8007380
Alicante / Alacant,2013,6,SL,62,20950940
Almería,2013,6,SL,45,7001288
Ávila,2013,6,SL,6,263812
Badajoz,2013,6,SL,28,9231846
Illes Balears,2013,6,SL,71,40005895
Barcelona,2013,6,SL,354,336278010
Burgos,2013,6,SL,12,3226272
Cáceres,2013,6,SL,13,3313067
Cádiz,2013,6,SL,32,6627837
Castellón / Castelló,2013,6,SL,23,20086885
Ciudad Real,2013,6,SL,26,9431361
Córdoba,2013,6,SL,24,4954879
A Coruña,2013,6,SL,54,18009695
Cuenca,2013,6,SL,4,510830
Girona,2013,6,SL,61,22158450
Granada,2013,6,SL,42,10388167
Guadalajara,2013,6,SL,7,50856889
Gipuzkoa,2013,6,SL,28,11080228
Huelva,2013,6,SL,22,2929903
Huesca,2013,6,SL,9,4606425
Jaén,2013,6,SL,16,3879877
León,2013,6,SL,16,6677633
Lleida,2013,6,SL,25,11354213
La Rioja,2013,6,SL,10,1577362
Lugo,2013,6,SL,3,345000
Madrid,2013,6,SL,566,352725365
Málaga,2013,6,SL,64,35175214
Murcia,2013,6,SL,76,30263154
Navarra,2013,6,SL,30,20250261
Ourense,2013,6,SL,11,4377197
Asturias,2013,6,SL,23,4044526
Palencia,2013,6,SL,2,137810
Las Palmas,2013,6,SL,35,13063208
Pontevedra,2013,6,SL,59,9917212
Salamanca,2013,6,SL,11,1615163
Santa Cruz de Tenerife,2013,6,SL,26,14590061
Cantabria,2013,6,SL,29,8824495
Segovia,2013,6,SL,12,5991116
Sevilla,2013,6,SL,62,69012485
Soria,2013,6,SL,4,554920
Tarragona,2013,6,SL,36,5828990
Teruel,2013,6,SL,6,592101
Toledo,2013,6,SL,23,5476980
Valencia / València,2013,6,SL,90,34279763
Valladolid,2013,6,SL,19,3849996
Bizkaia,2013,6,SL,51,239174580
Zamora,2013,6,SL,5,693000
Zaragoza,2013,6,SL,58,30562038
Ceuta,2013,6,SL,10,423644
Melilla,2013,6,SL,0,0
Araba / Álava,2013,6,Otras,0,0
Albacete,2013,6,Otras,0,0
Alicante / Alacant,2013,6,Otras,0,0
Almería,2013,6,Otras,0,0
Ávila,2013,6,Otras,0,0
Badajoz,2013,6,Otras,0,0
Illes Balears,2013,6,Otras,0,0
Barcelona,2013,6,Otras,12,22332086
Burgos,2013,6,Otras,0,0
Cáceres,2013,6,Otras,0,0
Cádiz,2013,6,Otras,0,0
Castellón / Castelló,2013,6,Otras,0,0
Ciudad Real,2013,6,Otras,0,0
Córdoba,2013,6,Otras,0,0
A Coruña,2013,6,Otras,0,0
Cuenca,2013,6,Otras,0,0
Girona,2013,6,Otras,0,0
Granada,2013,6,Otras,0,0
Guadalajara,2013,6,Otras,0,0
Gipuzkoa,2013,6,Otras,0,0
Huelva,2013,6,Otras,0,0
Huesca,2013,6,Otras,0,0
Jaén,2013,6,Otras,0,0
León,2013,6,Otras,0,0
Lleida,2013,6,Otras,0,0
La Rioja,2013,6,Otras,0,0
Lugo,2013,6,Otras,0,0
Madrid,2013,6,Otras,5,52020
Málaga,2013,6,Otras,0,0
Murcia,2013,6,Otras,0,0
Navarra,2013,6,Otras,0,0
Ourense,2013,6,Otras,0,0
Asturias,2013,6,Otras,0,0
Palencia,2013,6,Otras,0,0
Las Palmas,2013,6,Otras,0,0
Pontevedra,2013,6,Otras,0,0
Salamanca,2013,6,Otras,0,0
Santa Cruz de Tenerife,2013,6,Otras,0,0
Cantabria,2013,6,Otras,0,0
Segovia,2013,6,Otras,0,0
Sevilla,2013,6,Otras,0,0
Soria,2013,6,Otras,0,0
Tarragona,2013,6,Otras,0,0
Teruel,2013,6,Otras,0,0
Toledo,2013,6,Otras,0,0
Valencia / València,2013,6,Otras,0,0
Valladolid,2013,6,Otras,0,0
Bizkaia,2013,6,Otras,0,0
Zamora,2013,6,Otras,0,0
Zaragoza,2013,6,Otras,0,0
Ceuta,2013,6,Otras,0,0
Melilla,2013,6,Otras,0,0
Araba / Álava,2013,7,SA,0,0
Albacete,2013,7,SA,0,0
Alicante / Alacant,2013,7,SA,3,3810040
Almería,2013,7,SA,0,0
Ávila,2013,7,SA,0,0
Badajoz,2013,7,SA,1,723400
Illes Balears,2013,7,SA,8,13449280
Barcelona,2013,7,SA,38,932569306
Burgos,2013,7,SA,1,374000
Cáceres,2013,7,SA,0,0
Cádiz,2013,7,SA,0,0
Castellón / Castelló,2013,7,SA,2,6011800
Ciudad Real,2013,7,SA,2,191789
Córdoba,2013,7,SA,4,535967
A Coruña,2013,7,SA,4,8083036
Cuenca,2013,7,SA,0,0
Girona,2013,7,SA,2,377414
Granada,2013,7,SA,0,0
Guadalajara,2013,7,SA,1,44255
Gipuzkoa,2013,7,SA,5,1629987
Huelva,2013,7,SA,0,0
Huesca,2013,7,SA,1,287789
Jaén,2013,7,SA,0,0
León,2013,7,SA,5,3852600
Lleida,2013,7,SA,2,124230
La Rioja,2013,7,SA,0,0
Lugo,2013,7,SA,3,497622
Madrid,2013,7,SA,106,1781000864
Málaga,2013,7,SA,6,18904653
Murcia,2013,7,SA,5,5016005
Navarra,2013,7,SA,1,60005
Ourense,2013,7,SA,1,1049490
Asturias,2013,7,SA,2,62733
Palencia,2013,7,SA,0,0
Las Palmas,2013,7,SA,5,7994386
Pontevedra,2013,7,SA,1,300608
Salamanca,2013,7,SA,1,3000
Santa Cruz de Tenerife,2013,7,SA,6,16813323
Cantabria,2013,7,SA,1,400000
Segovia,2013,7,SA,0,0
Sevilla,2013,7,SA,2,1501666
Soria,2013,7,SA,0,0
Tarragona,2013,7,SA,1,49932
Teruel,2013,7,SA,0,0
Toledo,2013,7,SA,2,500980
Valencia / València,2013,7,SA,3,530347
Valladolid,2013,7,SA,2,300471
Bizkaia,2013,7,SA,9,223110315
Zamora,2013,7,SA,0,0
Zaragoza,2013,7,SA,7,10482352
Ceuta,2013,7,SA,0,0
Melilla,2013,7,SA,1,1740000
Araba / Álava,2013,7,SL,10,2420533
Albacete,2013,7,SL,20,3210748
Alicante / Alacant,2013,7,SL,106,27415955
Almería,2013,7,SL,37,5802579
Ávila,2013,7,SL,2,157010
Badajoz,2013,7,SL,22,3144638
Illes Balears,2013,7,SL,67,24349959
Barcelona,2013,7,SL,425,293876629
Burgos,2013,7,SL,14,1676451
Cáceres,2013,7,SL,13,1269474
Cádiz,2013,7,SL,43,29539962
Castellón / Castelló,2013,7,SL,14,4915653
Ciudad Real,2013,7,SL,16,5695268
Córdoba,2013,7,SL,45,26439834
A Coruña,2013,7,SL,45,889334994
Cuenca,2013,7,SL,13,1088844
Girona,2013,7,SL,54,31744096
Granada,2013,7,SL,34,5637701
Guadalajara,2013,7,SL,4,502375
Gipuzkoa,2013,7,SL,24,2576420
Huelva,2013,7,SL,10,1406900
Huesca,2013,7,SL,5,545482
Jaén,2013,7,SL,20,2029714
León,2013,7,SL,16,3338198
Lleida,2013,7,SL,32,3285964
La Rioja,2013,7,SL,12,527984
Lugo,2013,7,SL,10,2583852
Madrid,2013,7,SL,505,706676545
Málaga,2013,7,SL,75,34498171
Murcia,2013,7,SL,85,31812379
Navarra,2013,7,SL,22,5892000
Ourense,2013,7,SL,10,1501675
Asturias,2013,7,SL,38,16729778
Palencia,2013,7,SL,4,261133
Las Palmas,2013,7,SL,34,12344175
Pontevedra,2013,7,SL,38,10906410
Salamanca,2013,7,SL,10,3009460
Santa Cruz de Tenerife,2013,7,SL,31,5036813
Cantabria,2013,7,SL,16,3106487
Segovia,2013,7,SL,6,387446
Sevilla,2013,7,SL,82,41984385
Soria,2013,7,SL,6,516069
Tarragona,2013,7,SL,37,15846032
Teruel,2013,7,SL,6,2843491
Toledo,2013,7,SL,17,1654060
Valencia / València,2013,7,SL,133,344903752
Valladolid,2013,7,SL,22,2954907
Bizkaia,2013,7,SL,53,34863925
Zamora,2013,7,SL,6,744214
Zaragoza,2013,7,SL,41,25500729
Ceuta,2013,7,SL,0,0
Melilla,2013,7,SL,2,120100
Araba / Álava,2013,7,Otras,0,0
Albacete,2013,7,Otras,0,0
Alicante / Alacant,2013,7,Otras,0,0
Almería,2013,7,Otras,0,0
Ávila,2013,7,Otras,0,0
Badajoz,2013,7,Otras,0,0
Illes Balears,2013,7,Otras,0,0
Barcelona,2013,7,Otras,6,165716
Burgos,2013,7,Otras,0,0
Cáceres,2013,7,Otras,0,0
Cádiz,2013,7,Otras,0,0
Castellón / Castelló,2013,7,Otras,0,0
Ciudad Real,2013,7,Otras,0,0
Córdoba,2013,7,Otras,0,0
A Coruña,2013,7,Otras,0,0
